Codice;Priorità;Titolo;Num_Domande;Domande;Categoria
Op.exp.6;MEDIUM;¿Se dispone de una solución de protección contra código dañino (antivirus, EDR o solución similar) desplegada en todos los puestos de trabajo, servidores y elementos perimetrales del sistema?;10;¿Se ha configurado la solución antimalware instalada en los puestos de usuario de forma adecuada, implementando protección en tiempo real de acuerdo a las recomendaciones del fabricante y las características del entorno operativo? | ¿Se ha instalado dicho software de protección frente a código dañino en todos los equipos, incluyendo puestos de usuario, servidores y elementos perimetrales? | ¿Se trata de una solución corporativa con consola centralizada de administración? | ¿Se requiere una contraseña de administración o se dispone de cualquier otro mecanismo que impida que el usuario final detenga o altere el funcionamiento de la solución? | La licencia de uso de la solución ¿cubre la totalidad de equipos operativos presentes en la organización? | ¿Se dispone de garantías de que todo fichero procedente de fuentes externas será analizado antes de trabajar con él? | ¿Está amparada la solución antimalware por un acuerdo de soporte y actualización, tanto del software cómo de la base de datos de detección? | ¿Los elementos de seguridad, como los cortafuegos (FW), disponen de solución antimalware especializada que, por ejemplo, verifique navegación web y correos recibidos? | ¿Se verifica regularmente la configuración de la(s) solución(es) antimalware para garantizar que se adecuan a las operaciones de los sistemas protegidos? | ¿Se comprueba regularmente que las bases de datos de detección de código dañino se estén actualizando con la frecuencia prevista?;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r1;MEDIUM;¿Se ejecutan análisis y escaneos, de forma regular en los sistemas, en búsqueda de código dañino?;2;¿Existe algún mecanismo o procedimiento que escanee regularmente los sistemas para detectar código dañino? | ¿Se revisan regularmente los informes de resultados generados como consecuencia de los escaneos de los sistemas, así como otra información generada de forma consolidada desde la consola de administración?;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r2;MEDIUM;Al arrancar los sistemas, ¿se analizan las funciones críticas en prevención de modificaciones no autorizadas?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r3;MEDIUM;¿Se ha implementado una lista blanca que impida la ejecución de aplicaciones no autorizadas previamente y, en consecuencia, que no estén en dicha lista?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r4;MEDIUM;¿Se han implementado soluciones de seguridad orientadas a detectar, investigar y resolver actividades sospechosas en los equipos (EDR - Endpoint Defense and Response)?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.6.r5;MEDIUM;¿La solución antimalware, además de implementar protección en tiempo real, permite realizar configuraciones avanzadas y revisar el sistema al arrancar, así como cada vez que se conecte algún dispositivo extraíble?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.7;MEDIUM;Gestión de incidentes;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.7;MEDIUM;¿Se dispone de un proceso integral para tratar los incidentes que puedan tener un impacto en la seguridad del sistema?;2;¿Se dispone de un proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, que incluya el informe de eventos de seguridad y debilidades, detallando los criterios de clasificación y el escalado de la notificación? | La gestión de incidentes que afecten a datos personales, ¿tiene en cuenta lo dispuesto en el RGPD y en la LO 3/2018 (LOPDGDD), en especial su disposición adicional primera, así como el resto de normativa de aplicación, sin perjuicio de los requisitos establecidos en el RD 311/2022, de 3 de mayo?;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r1;MEDIUM;¿Se dispone de soluciones de ventanilla única para la notificación de incidentes al CCN-CERT? ¿permite la distribución de notificaciones a las diferentes entidades de manera federada, si es el caso, utilizando para ello dependencias administrativas jerárquicas?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r2;MEDIUM;El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿consiste en una completa gestión de los mismos?;4;El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye la implementación de medidas urgentes según convenga al caso? | El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye la asignación de recursos para investigar las causas, analizar las consecuencias y resolver el incidente? | El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye instrumentos o directrices para informar a los responsables de la información y servicios afectados, respecto al incidente acaecido y las actuaciones llevadas a cabo para su resolución? | El proceso integral para hacer frente a los incidentes que puedan tener un impacto en la seguridad del sistema, ¿incluye medidas para prevenir que se repita el incidente, incluir en los procedimientos de usuario la identificación y forma de tratar el incidente y actualizar, extender, mejorar u optimizar los procedimientos de resolución de incidentes?;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r3;MEDIUM;¿Dispone la organización de recursos para la configuración dinámica del sistema, reaccionando a anuncios de ciberamenazas y/o a la detección de las mismas?;2;¿Dispone la organización de procedimientos y casos de uso que permitan, de forma manual o semiautomática, apoyándose en determinados casos en scripts, la configuración dinámica del sistema de modo que se detenga, desvíe, o limite el ataque lo antes posible? | ¿La organización adapta los procedimientos de reconfiguración dinámica reaccionando a los anuncios recibidos del CCN-CERT relativos a ciberamenazas sofisticadas y campañas de ataques?;ANEXO II -MARCO OPERACIONAL
Op.exp.7.r4;MEDIUM;¿Se dispone de herramientas que automaticen el proceso de prevención y respuesta, mediante la detección e identificación de anomalías, segmentación dinámica de la red para reducir la superficie de ataque, el aislamiento de dispositivos críticos, etc.?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.8;MEDIUM;Registro de la actividad;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.8;MEDIUM;¿Se registran los eventos y actividades de usuarios y entidades que acceden a los sistemas?;2;¿Se registran las actividades del sistema generando un registro de auditoría que incluye, al menos, el identificador del usuario o entidad asociado al evento, fecha y hora, sobre qué información se realiza el evento, tipo de evento y el resultado del evento (fallo o éxito), según la política de seguridad y los procedimientos asociados a la misma? | ¿Se han activado los registros de actividad en los servidores?;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r1;MEDIUM;¿Se gestionan los registros de actividad?;1;¿Se dispone de un almacenamiento centralizado de registros de actividad que facilite su análisis y revisión? ¿se realiza una revisión, aunque sea informal, de dichos registros?;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r2;MEDIUM;¿Se sincronizan los relojes del sistema?;1;¿Dispone el sistema de elementos de referencia de tiempo (servidores NTP, sellado de tiempo…) para facilitar las funciones de registro de eventos y auditoría?;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r3;MEDIUM;En la documentación de seguridad del sistema, ¿se indican los eventos de seguridad que serán auditados y el tiempo de retención de los registros antes de ser eliminados?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r4;MEDIUM;Los registros de actividad y, en su caso, las copias de seguridad ¿únicamente pueden ser accedidos, alterarse o eliminarse por personal debidamente autorizado?;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.8.r5;MEDIUM;¿Se dispone de herramientas para apoyar la gestión de los registros de actividad?;2;¿El sistema implementa herramientas para analizar y revisar de forma centralizada la actividad del sistema y la información de auditoría en búsqueda de comprometimientos de la seguridad posibles o reales? | ¿Se dispone de un sistema automático de recolección de registros, correlación de eventos y respuesta automática ante los mismos, como puede ser un SIEM?;ANEXO II -MARCO OPERACIONAL
Op.exp.9;MEDIUM;Registro de la gestión de incidentes;0;;ANEXO II -MARCO OPERACIONAL
Op.exp.9;MEDIUM;¿Se realiza un proceso de extracción de conclusiones y aprendizaje, a partir de los incidentes de seguridad registrados?;5;¿Se registran los reportes iniciales, intermedios y finales, las actuaciones de emergencia y las modificaciones del sistema derivadas de un incidente? | ¿Se registran aquellas evidencias que pueda dirimirse en un ámbito jurisdiccional, especialmente cuando el incidente pueda comportar acciones disciplinarias sobre el personal interno, sobre proveedores externos o en la persecución de delitos? | Como consecuencia del análisis de los incidentes, ¿se revisan aquellos eventos que deben seguir auditándose y la necesidad de reducirlos o incrementarlos? | ¿Se realiza un aprendizaje, a partir del análisis de los incidentes registrados, que permita poner de manifiesto aspectos a mejorar en la seguridad del sistema? | Para aprender de los incidentes, ¿se registran éstos indicando su tipología concreta y no solo diferenciando los de seguridad de los que no lo son?;ANEXO II -MARCO OPERACIONAL
Op.ext.1;MEDIUM;Contratación y acuerdos de nivel de servicio;0;;ANEXO II -MARCO OPERACIONAL
Op.ext.1;MEDIUM;¿Se suscriben acuerdos de nivel de servicio con los proveedores, a la vez que se les requiere estar en posesión del correspondiente certificado de conformidad respecto al ENS?;2;Con anterioridad a la efectiva utilización de los recursos externos, ¿se establece contractualmente un Acuerdo de Nivel de Servicio (ANS/SLA) que incluya las características del servicio prestado, lo que debe entenderse como ‘servicio mínimo admisible’, así como, la responsabilidad del proveedor y las consecuencias de eventuales incumplimientos? | ¿Se exige a los proveedores, relevantes para el ENS, que estén en posesión de la correspondiente certificación de conformidad para el sistema de información que soporta los servicios prestados a la organización, con igual o superior categoría y alcance suficiente?;ANEXO II -MARCO OPERACIONAL
Op.ext.2;MEDIUM;Gestión diaria;0;;ANEXO II -MARCO OPERACIONAL
Op.ext.2;MEDIUM;¿Se dispone de mecanismos de seguimiento y supervisión del desarrollo del servicio, así como de reporte y coordinación ante posibles incidencias?;5;¿Se dispone de un sistema rutinario para medir el cumplimiento de las obligaciones de servicio, incluyendo el procedimiento para neutralizar cualquier desviación fuera del margen de tolerancia acordado? | ¿Se ha establecido un mecanismo y los procedimientos de coordinación necesarios para llevar a cabo las tareas de mantenimiento de los sistemas comprendidos en el acuerdo, que contemplarán los supuestos de ocurrencia de posibles incidentes y desastres? | ¿Se ha designado por parte del proveedor un punto de contacto (POC) para cualquier cuestión relacionada con el servicio? ¿Se ha establecido el mecanismo establecido de contacto, especialmente para notificar incidentes del servicio? | ¿Se ha pactado con proveedores la entrega periódica de informes de servicio? | ¿Se realizan reuniones de seguimiento con determinados proveedores relevantes?;ANEXO II -MARCO OPERACIONAL
Op.ext.3;MEDIUM;Protección de la cadena de suministro;3;¿Se puede evidenciar que se analiza el impacto que puede tener sobre el sistema un incidente accidental o deliberado que tenga su origen en la cadena de suministro? | ¿Se puede evidenciar que se estiman los riesgos sobre el sistema por causa de un incidente accidental o deliberado que tenga su origen en la cadena de suministro? | ¿Se puede evidenciar que se adoptan medidas de contención de los impactos estimados sobre el sistema debido a un incidente accidental o deliberado que tenga su origen en la cadena de suministro?;ANEXO II -MARCO OPERACIONAL
Op.ext.3.r1;MEDIUM;¿Se considera la cadena de suministro en el Plan de Continuidad de la organización y en sus pruebas?;2;¿El Plan de Continuidad de la organización tiene en cuenta la dependencia de proveedores externos críticos? | ¿Se realizan pruebas o ejercicios de continuidad, incluyendo escenarios en los que falla un proveedor?;ANEXO II -MARCO OPERACIONAL
Op.ext.3.r2;MEDIUM;¿Se ha implementado un sistema de protección de los procesos y flujos de información en las relaciones en línea (online) entre los distintos integrantes de la cadena de suministro?;0;;ANEXO II -MARCO OPERACIONAL
Op.ext.3.r3;MEDIUM;¿Se mantiene actualizado un registro formal que contiene los detalles y las relaciones de la cadena de suministro de los diversos componentes utilizados en la construcción de programas informáticos, acorde a lo especificado en [mp.sw.1.r5]?;0;;ANEXO II -MARCO OPERACIONAL
Op.ext.4;MEDIUM;Interconexión de sistemas;0;;ANEXO II -MARCO OPERACIONAL
Op.ext.4;MEDIUM;¿Requieren autorización y se documentan todas las interconexiones de sistemas?;2;¿Son objeto de una autorización previa todos los intercambios de información y prestación de servicios con otros sistemas? | ¿Se documenta explícitamente para cada interconexión las características de la interfaz, los requisitos de seguridad y protección de datos y la naturaleza de la información intercambiada?;ANEXO II -MARCO OPERACIONAL
Op.ext.4.r1;MEDIUM;Cuando se interconecten sistemas en los que la identificación, autenticación y autorización tengan lugar en diferentes dominios de seguridad, bajo distintas responsabilidades, ¿se acompañan las medidas de seguridad locales de los correspondientes mecanismos y procedimientos de coordinación para la atribución y ejercicio efectivos de las responsabilidades de cada sistema?;0;;ANEXO II -MARCO OPERACIONAL
Op.mon.1;MEDIUM;Detección de intrusión;0;;ANEXO II -MARCO OPERACIONAL
Op.mon.1.1;MEDIUM;¿Se dispone de herramientas de detección y/o prevención de intrusiones (IDS/IPS)?;1;¿Se dispone de elementos que analicen el tráfico de red y muestren eventos de seguridad en caso de detectar posibles intrusiones en la misma?;ANEXO II -MARCO OPERACIONAL
Op.mon.1.r1;MEDIUM;¿Dispone el sistema de herramientas de detección y/o prevención de intrusiones basadas en reglas?;1;¿Se han configurado reglas específicas para la generación de eventos de seguridad y la detección de intrusiones?;ANEXO II -MARCO OPERACIONAL
Op.mon.1.r2;MEDIUM;¿Se dispone de procedimientos de respuesta a las alertas generadas por el sistema de detección y/o prevención de intrusiones?;0;;ANEXO II -MARCO OPERACIONAL
Op.mon.1.r3;MEDIUM;¿El sistema ejecuta automáticamente acciones predeterminadas de respuesta a las alertas generadas por las herramientas de detección y/o prevención de intrusiones?;0;;ANEXO II -MARCO OPERACIONAL
Op.mon.2;MEDIUM;Sistema de métricas;0;;ANEXO II -MARCO OPERACIONAL
Op.mon.2;MEDIUM;Atendiendo a la categoría de seguridad del sistema, ¿se recopilan los datos necesarios para conocer el grado de implementación de las medidas de seguridad que resulten aplicables y, en su caso, tratándose de organizaciones en el ámbito del ENS para proveer el informe anual requerido por el artículo 32 (Informe INES)?;0;;ANEXO II -MARCO OPERACIONAL
Op.mon.2.r1;MEDIUM;¿Se evalúa el comportamiento del sistema de gestión de incidentes implementado en la organización?;1;¿Se recopilan los datos precisos que posibiliten evaluar el comportamiento del sistema de gestión de incidentes, de acuerdo con la Instrucción Técnica de Seguridad de Notificación de Incidentes de Seguridad y con la correspondiente guía CCN-STIC?;ANEXO II -MARCO OPERACIONAL
Op.mon.2.r2;MEDIUM;¿Se evalúa la eficiencia del sistema de gestión de la seguridad?;1;¿Se recopilan los datos precisos para conocer la eficiencia del sistema de seguridad, en relación con los recursos consumidos, en términos de horas y presupuesto?;ANEXO II -MARCO OPERACIONAL
Op.mon.3;MEDIUM;Vigilancia;0;;ANEXO II -MARCO OPERACIONAL
Op.mon.3;MEDIUM;¿Se dispone de un sistema automático de recolección de eventos de seguridad?;1;¿Se dispone de un sistema automático de recolección y consolidación de eventos de seguridad, como puede ser un servidor syslog en base, por ejemplo, al protocolo del mismo nombre?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r1;MEDIUM;¿Se dispone de un sistema que permita la correlación de eventos?;1;¿Se dispone de un sistema automático de recolección y consolidación de eventos de seguridad que permita la correlación de los mismos?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r2;MEDIUM;¿Se dispone de análisis dinámico de vulnerabilidades?;1;¿Se dispone de soluciones de vigilancia que permitan determinar la superficie de exposición con relación a vulnerabilidades y deficiencias de configuración?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r3;MEDIUM;¿Se dispone de sistemas para detección de amenazas avanzadas?;2;¿Se dispone de sistemas para la detección de amenazas avanzadas y comportamientos anómalos? | ¿Se dispone de sistemas para la detección de amenazas persistentes avanzadas (Advanced Persistent Threat - APT) mediante la detección de anomalías significativas en el tráfico de la red?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r4;MEDIUM;¿Se dispone de observatorios de cibervigilancia, propios o contratados como prestación de servicios?;1;¿Se dispone de observatorios digitales con fines de cibervigilancia dedicados a la detección y seguimiento de anomalías, que pudieran representar indicadores de amenaza, en contenidos digitales?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r5;MEDIUM;¿Se dispone de medidas frente a la minería de datos?;2;¿Se aplican medidas para prevenir, detectar y reaccionar frente a intentos de minería de datos, limitando las consultas y monitorizando su volumen y frecuencia? | ¿Se dispone de medidas que alerten a los administradores de seguridad de comportamientos sospechosos en tiempo real que puedan representar intentos de minería de datos?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r6;MEDIUM;¿Se realizan inspecciones y auditorías técnicas periódicamente o tras un incidente?;3;¿Se verifica la configuración periódicamente y tras incidentes que hayan desvelado vulnerabilidades del sistema, ya sean estas nuevas, o que hubieran sido subestimadas en su momento? | ¿Se realiza un análisis de vulnerabilidades periódicamente y tras incidentes que hayan desvelado vulnerabilidades del sistema, ya sean estas nuevas, o que hubieran sido subestimadas en su momento? | ¿Se realizan pruebas de penetración periódicamente y tras incidentes que hayan desvelado vulnerabilidades del sistema, ya sean estas nuevas, o que hubieran sido subestimadas en su momento?;ANEXO II -MARCO OPERACIONAL
Op.mon.3.r7.1;MEDIUM;En las interconexiones que lo requieran, se aplican controles en los flujos de intercambio de información a través del uso de metadatos?;0;;ANEXO II -MARCO OPERACIONAL
Op.nub.1;MEDIUM;Protección de servicios en la nube;0;;ANEXO II -MARCO OPERACIONAL
Op.nub.1;MEDIUM;¿Los sistemas de información que soportan servicios prestados desde la nube cumplen con las medidas de seguridad pertinentes?;23;Los servicios Cloud que se consumen, ¿disponen de una configuración de seguridad implementada de acuerdo a las guías CCN-STIC que sean de aplicación o a las recomendaciones del fabricante? | Los sistemas de información que soportan servicios en la nube suministrados por terceros ¿son conformes con el ENS, o cumplen con las medidas desarrolladas en una guía CCN-STIC, que incluirá, entre otros, requisitos relativos a pruebas de penetración (pentesting), transparencia, cifrado y gestión de claves, así como, jurisdicción de los datos? | Los servicios en la nube suministrados por terceros, ¿Están certificados bajo una metodología de certificación reconocida por el Organismo de Certificación del Esquema Nacional de Evaluación y Certificación de Seguridad de las Tecnologías de la Información, o el sistema de información que los soporta está certificado del ENS? | Si el servicio en la nube es un servicio de seguridad ¿Cumple con los requisitos establecidos en [op.pl.5] correspondientes a certificación de seguridad? | ¿El análisis de impacto (BIA) se actualiza al menos cada año y siempre que varíen las circunstancias, de modo que permita en todo momento determinar los requisitos de disponibilidad de cada servicio (impacto de una interrupción durante un periodo de tiempo determinado)? | Como consecuencia del BIA ¿se determinan los elementos que son críticos para la prestación de cada servicio? ¿se han determinado las dependencias entre ellos de forma que se pongan de manifiesto los elementos que son críticos para la prestación de los servicios? | En el Plan de Continuidad ¿se identifican las funciones, responsabilidades y actividades a realizar? | En el Plan de Continuidad ¿existe una previsión para coordinar la entrada en servicio de los medios alternativos de forma que se garantice poder seguir prestando los servicios esenciales de la organización, aunque sea con menor rendimiento? | En el Plan de Continuidad ¿todos los medios alternativos están planificados y se han materializado mediante acuerdos o contratos con los proveedores correspondientes? | ¿Las personas afectadas por el Plan de Continuidad reciben formación específica relativa a su papel en dicho plan? | ¿El Plan de Continuidad es parte integral y armónica de los planes de continuidad de la organización, armonizados con otras materias ajenas a la seguridad? | El Plan de Continuidad ¿es acorde con los resultados del BIA? | ¿Se puede evidenciar la realización de pruebas periódicas para localizar y, en su caso, corregir los errores o deficiencias que puedan existir entre lo previsto en el plan y el resultado de ejecutarlo? | ¿Las pruebas de continuidad se planifican con antelación, dividiéndose en fases, para poder incidir en aquellas que sean más determinantes con miras a poder reducir los tiempos de recuperación, caso de constatar durante la prueba que se incumplen los RTO establecidos en el BIA? | ¿Se elabora un informe al finalizar la prueba del plan, que indique claramente aquellos aspectos que se pueden mejorar o, en su caso, corregir? | ¿Se registran en alguna herramienta las acciones correctivas o de mejora necesarias, para poder efectuar su seguimiento? | ¿Se dispone inventario de los medios alternativos y sus componentes están actualizados? | ¿Se ha establecido un tiempo máximo para que los medios alternativos entren en funcionamiento? | ¿Los medios alternativos están sometidos a las mismas garantías de seguridad que los medios originales? | ¿Se cubren los servicios contratados a terceros? | ¿Se dispone de instalaciones alternativas? | ¿Se dispone de personal alternativo? | ¿Se dispone de equipamiento informático alternativo?;ANEXO II -MARCO OPERACIONAL
Op.pl.1;HIGH;¿Se dispone de un análisis de riesgos documentado, cuya última iteración se ha realizado en fecha adecuada?;7;¿Se han detectado cambios relevantes en el sistema de información que hayan requerido realizar una nueva iteración del análisis de riesgos antes de que hubiera transcurrido un año desde la anterior? | ¿Se dispone de un acta del Comité de Seguridad aprobando la última iteración del análisis de riesgos, las salvaguardas empleadas para mitigar los riesgos considerados inaceptables, así como los riesgos residuales resultantes? | ¿Se han identificado los activos esenciales (servicios e información que éstos manejan), así como el resto de activos más relevantes del sistema de información? | ¿Se han identificado las amenazas más probables respecto al sistema de información y sus activos más relevantes? | ¿Se han determinado las salvaguardas que pueden mitigar las posibles amenazas para el sistema de información? | ¿Se han identificado y valorado los principales riesgos residuales que permanecen tras la aplicación de las salvaguardas? | ¿Se ha definido un plan de tratamiento de riesgos para mitigar los riesgos?;ANEXO II -MARCO OPERACIONAL
Op.pl.1;HIGH;Análisis de riesgos;0;;ANEXO II -MARCO OPERACIONAL
Op.pl.1.r1;HIGH;Para categoría MEDIA, ¿Se ha realizado un análisis de riesgos semiformal, con una metodología específica en base a un catálogo básico de amenazas y una semántica definida?;5;Además de identificarse, ¿se valoran cualitativamente los activos más valiosos del sistema de información? | ¿Se ha definido un umbral de valor del riesgo a partir del cual se considera éste inaceptable (apetito de riesgo)? | Además de identificarse, ¿se cuantifican los impactos que podrían llegar a producir las amenazas más probables? | Además de determinarse, ¿se han valorado las salvaguardas que se emplearán para protegerse de las amenazas en base al valor del riesgo que éstas representan? | ¿Se ha valorado el riesgo residual resultante de aplicar las salvaguardas?;ANEXO II -MARCO OPERACIONAL
Op.pl.1.r2;HIGH;Para categoría ALTA, ¿se ha realizado un análisis de riesgos formal, con una metodología específica en base a un fundamento matemático estandarizado y reconocido internacionalmente?;3;¿Se han valorado no solo las amenazas más probables, sino también las posibles dentro de lo razonable? | ¿Se ha comparado el riesgo residual con el apetito de riesgo para determinar si todavía están presentes riesgos inaceptables por la organización que deban seguir tratándose? | Además de valorarse el riesgo residual, ¿se ha asumido formalmente éste?;ANEXO II -MARCO OPERACIONAL
Op.pl.2;HIGH;¿Se dispone de documentación y diagramas en el ámbito del sistema de información, incluyendo instalaciones físicas, equipos, comunicaciones y líneas de defensa?;4;¿Se dispone de documentación de las instalaciones, incluyendo áreas y puntos de acceso? | ¿Se dispone de documentación y diagramas de las líneas de defensa, puntos de interconexión a otros sistemas o a otras redes, incluyendo internet o redes públicas en general, cortafuegos, balanceadores, enrutadores, segmentación de redes, etc.? | Para quienes desarrollan software (soluciones con cierta complejidad como puede ser un ERP para gestionar ayuntamientos), ¿se dispone de diagramas con la estructura de capas y módulos de la solución, incluyendo las capas de integración o interfaces para comunicarse con otras soluciones o elementos, como pueden ser firma electrónica, interoperabilidad, etc.? | ¿Se dispone de documentación de los sistemas de identificación y autenticación de usuarios, incluyendo el uso de claves concertadas, contraseñas, tarjetas de identificación, biometría, u otras de naturaleza análoga, y el uso de ficheros o directorios para autenticar al usuario y determinar sus derechos de acceso, incluyendo el detalle de los protocolos de acceso empleados como, por ejemplo, LDAP?;ANEXO II -MARCO OPERACIONAL
Op.pl.2;HIGH;Arquitectura de seguridad;0;;ANEXO II -MARCO OPERACIONAL
Op.pl.2.r1;HIGH;¿Se dispone de un sistema de gestión de seguridad de la información aplicado sobre el/los sistemas(s) de información?;3;¿Se realizan auditorías internas de cumplimiento del ENS, contemplando todos los requisitos aplicables según la categoría del sistema y las posibles exclusiones justificadas, si se materializan éstas el año que no corresponde la auditoría de certificación (que es bienal)? | ¿Se realizan auditorías internas de cumplimiento del ENS, contemplando al menos la mitad de los requisitos aplicables según la categoría del sistema y las posibles exclusiones justificadas, si se materializan éstas anualmente? | ¿Se realiza el seguimiento de las consecuentes acciones correctivas y de mejora derivadas de las auditorías internas, persiguiendo la mejora continua del sistema?;ANEXO II -MARCO OPERACIONAL
Op.pl.2.r2;HIGH;¿Se dispone de un sistema de gestión de seguridad de la información, orientado a la mejora continua, aplicado sobre el/los sistemas(s) de información?;3;¿Se realizan auditorías internas de cumplimiento del ENS, contemplando todos los requisitos aplicables según la categoría del sistema y las posibles exclusiones justificadas, si se materializan éstas el año que no corresponde la auditoría de certificación (que es bienal)? | ¿Se realiza el seguimiento de las consecuentes acciones correctivas y de mejora derivadas de las auditorías internas, persiguiendo la mejora continua del sistema? | ¿Se realizan otras acciones encaminadas a la mejora continua del sistema?;ANEXO II -MARCO OPERACIONAL
Op.pl.2.r3;HIGH;¿Se dispone de controles técnicos internos para aumentar la seguridad?;4;¿Los controles técnicos internos validan los datos de entrada, incluyendo rangos y formatos válidos? | ¿Los controles intermedios se aplican a la interoperabilidad entre aplicaciones del Sistema de Información, verificando rangos y formatos válidos de intercambio de información, rechazando aquellos no previstos? | ¿Los mensajes de error de las aplicaciones, especialmente las del tipo web expuestas a Internet, proporcionan únicamente un código que pueda consultarse al CAU o al servicio de soporte, sin mostrar información explícita y detallada del tipo de error producido, que pueda darle pistas a un posible atacante? | ¿Los mensajes de error en la autenticación de un usuario, se limitan a señalar que alguno de los datos introducido no es correcto o, por el contrario, identifica explícitamente que el error está en alguno concreto de ellos (por ejemplo, en el ID de usuario o en la contraseña)?;ANEXO II -MARCO OPERACIONAL
Op.pl.3;HIGH;¿Se realiza una planificación previa a la adquisición de nuevos componentes del sistema, teniendo en cuenta, por ejemplo, la obsolescencia de los actualmente en producción, la finalización de contratos, los cambios del contexto, etc.?;4;¿El proceso de adquisición tiene en cuenta las conclusiones del análisis de riesgos, o bien trae a causa que deba realizarse una nueva iteración de dicho análisis, debido a los cambios que introduce en el sistema de información? | Para los nuevos componentes a ser adquiridos ¿se verifica que sean acordes o compatibles con la arquitectura de seguridad implementada o escogida para la organización? | ¿Se dispone de un proceso formalizado de planificación para la adquisición de nuevos componentes? | ¿El proceso de adquisiciones contempla conjuntamente las necesidades de financiación, de formación y las técnicas (características, configuración, soporte y mantenimiento)?;ANEXO II -MARCO OPERACIONAL
Op.pl.3;HIGH;Adquisición de nuevos componentes;0;;ANEXO II -MARCO OPERACIONAL
Op.pl.4;HIGH;Con carácter previo a la entrada en producción del sistema ¿se consideran las necesidades de capacidad?;6;¿Se han considerado las necesidades de software y hardware, al menos con carácter previo a la puesta en explotación de los sistemas? | ¿Se ha realizado un estudio respecto a las necesidades de almacenamiento de información durante procesamiento y durante el período que deba retenerse, al menos con carácter previo a la puesta en explotación de los sistemas? | ¿Se ha realizado un estudio respecto a las necesidades de capacidad de procesamiento, ya sea en hosts físicos, entornos virtualizados, o entornos de computación en la Nube, al menos con carácter previo a la puesta en explotación del sistema? | ¿Se ha realizado un estudio respecto a las necesidades de comunicaciones (líneas y ancho de banda necesario), al menos con carácter previo a la puesta en explotación del sistema? | ¿Se ha realizado un estudio respecto a las necesidades de personal y carga de trabajo en cuánto a su número y cualificaciones profesionales, al menos con carácter previo a la puesta en explotación del sistema? | ¿Se ha realizado un estudio respecto a las necesidades de instalaciones, al menos con carácter previo a la puesta en explotación del sistema?;ANEXO II -MARCO OPERACIONAL
Op.pl.4;HIGH;Dimensionamiento / gestión de la capacidad;0;;ANEXO II -MARCO OPERACIONAL
Op.pl.4.r1;HIGH;¿Se puede evidenciar que el estudio de capacidad no solo se realiza con carácter previo a la entrada en producción del sistema, sino que se mantiene actualizado durante todo el ciclo de vida del mismo?;2;¿Se puede evidenciar la existencia de un Plan de Capacidad, que se mantiene actualizado durante todo el ciclo de vida del sistema? | ¿Se emplean herramientas y recursos para la monitorización de la capacidad?;ANEXO II -MARCO OPERACIONAL
Op.pl.5;HIGH;Componentes certificados;0;;ANEXO II -MARCO OPERACIONAL
