Codice;Priorità;Titolo_ES;Titolo_EN;Num_Domande;Domande_ES;Domande_EN;Categoria
Mp.eq.3;MEDIUM;¿Se adopta un conjunto de medidas que permita mantener la protección de los equipos portátiles, especialmente los que abandonan el perímetro físico de la organización, a niveles acordes con los requerimientos de seguridad?;Is a set of measures adopted to maintain the protection of portable equipment, especially those that leave the physical perimeter of the organization, at levels consistent with security requirements?;7;Como concreción de la medida [op.ext.1] sobre inventario de activos, ¿se lleva un inventario de los equipos portátiles junto con una identificación de la persona responsable del mismo? | ¿Puede evidenciarse una verificación regular de que los equipos portátiles estén positivamente bajo el control de a quién se les ha asignado? | ¿Se ha establecido normativa de uso de los equipos portátiles, así como de acceso remoto mediante los mismos? | ¿Se ha establecido un procedimiento operativo de seguridad para informar al servicio de gestión de incidentes de pérdidas o sustracciones de equipos portátiles? | En caso de robo, siempre que la organización evalúe dicha funcionalidad conveniente en función del riesgo ¿se puede borrar de forma remota el dispositivo? | Cuando un equipo portátil se conecta remotamente a través de redes que no están bajo el estricto control de la organización, ¿el ámbito de operación del sistema limita la información y los servicios accesibles a los mínimos imprescindibles, requiriendo autorización previa de los responsables de la información y los servicios afectados? | ¿Se evita, en la medida de lo posible, que los equipos portátiles contengan claves de acceso remoto a la organización, que no sean imprescindibles?;As a result of the measure [op.ext.1] on asset inventory, is an inventory of portable equipment kept along with an identification of the person responsible for it? | Can regular verification be evidence that laptops are positively under the control of who they are assigned to? | Have regulations been established for the use of portable equipment, as well as remote access through them? | Has a security operating procedure been established to inform incident management of lost or stolen laptop equipment? | In the event of theft, as long as the organization evaluates such convenient functionality based on risk, can the device be remotely wiped? | When a laptop is connected remotely through networks that are not under the strict control of the organization, does the scope of operation of the system limit the information and services accessible to the essential minimum, requiring prior authorization from those responsible for the information and services affected? | Are laptops prevented, as far as possible, from containing keys for remote access to the organization that are not essential?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.eq.3.r1;MEDIUM;¿Se protege el portátil mediante cifrado del disco duro cuando el nivel de confidencialidad de la información almacenada en el mismo sea de nivel MEDIO?;Is the laptop protected by hard drive encryption when the confidentiality level of the information stored on it is MEDIUM?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.eq.3.r2;MEDIUM;El uso de equipos portátiles fuera de las instalaciones de la organización, ¿se restringe a entornos protegidos, donde el acceso sea controlado, a salvo de hurtos y miradas indiscretas?;Is the use of portable equipment outside the organization's facilities restricted to protected environments, where access is controlled, safe from theft and prying eyes?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.eq.4;MEDIUM;Otros equipos conectados a la red;Other devices connected to the network;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.eq.4;MEDIUM;¿Se controlan los dispositivos presentes en el sistema, especialmente en lo que se refiere al flujo de información y su almacenamiento?;Are the devices present in the system controlled, especially with regard to the flow of information and its storage?;2;¿Cuentan los dispositivos presentes en el sistema con una configuración de seguridad adecuada, de manera que se garantice el control del flujo definido de entrada y salida de la información? | ¿Proporcionan los dispositivos presentes en la red, que dispongan de algún tipo de almacenamiento temporal o permanente de información, la funcionalidad necesaria para eliminar dicha información almacenada, de ser necesario?;Do the devices present in the system have an adequate security configuration, so that control of the defined flow of input and output of information is guaranteed? | Do the devices present on the network, which have some type of temporary or permanent storage of information, provide the necessary functionality to delete said stored information, if necessary?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.eq.4.r1;MEDIUM;¿Se emplean, cuando sea posible, productos o servicios que cumplan lo establecido en la medida [op.pl.5] sobre componentes certificados?;Are products or services that comply with the provisions of measure [op.pl.5] on certified components used, when possible?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.eq.4.r2;MEDIUM;¿Se dispone de soluciones que permitan visualizar los dispositivos presentes en la red, controlar su conexión/desconexión a la misma y verificar su configuración de seguridad?;Are there solutions available that allow you to view the devices present on the network, control their connection/disconnection to it and verify their security configuration?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.1;MEDIUM;Marcado de soportes;Support marking;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.1;MEDIUM;¿Se identifican los soportes que contienen información sensible con el nivel de seguridad de mayor calificación de la información contenida?;Are the media that contain sensitive information identified with the highest security level of the information contained?;3;¿Los soportes de información que contienen información que, según su nivel de seguridad, o su calificación, debe protegerse con medidas de seguridad específicas, llevan las marcas, o metadatos correspondientes, que indican el mayor nivel de seguridad de la información contenida? | ¿Se indica en los documentos y registros del sistema de gestión de la seguridad de la información, aplicado sobre el sistema de información, su nivel de calificación? | ¿Se dispone de una norma, o de instrucciones precisas, sobre cómo valorar y calificar la información, de modo que concuerde con el marcado de los soportes?;Do information carriers that contain information that, according to their security level, or their qualification, must be protected with specific security measures, carry the corresponding marks, or metadata, that indicate the highest level of security of the information contained? | Is the level of qualification indicated in the documents and records of the information security management system applied to the information system? | Is there a standard, or precise instructions, on how to evaluate and qualify the information, so that it agrees with the marking of the media?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.1.r1;MEDIUM;¿La organización determina el empleo de marcas de agua para garantizar un uso adecuado de la información digital, llevándolo a la práctica?;Does the organization determine the use of watermarks to guarantee appropriate use of digital information, putting it into practice?;3;¿La política de seguridad de la organización define marcas de agua para asegurar el uso adecuado de la información que se maneja? | La información digital (documentos electrónicos, material multimedia…) ¿incluyen una marca de agua según la política de seguridad? | Los equipos o dispositivos a través de los que se accede a aplicaciones, escritorios remotos o virtuales, datos…, ¿presentan una marca de agua en pantalla según la política de seguridad?;Does the organization's security policy define watermarks to ensure the appropriate use of the information being handled? | Does digital information (electronic documents, multimedia material...) include a watermark according to the security policy? | Do the computers or devices through which applications, remote or virtual desktops, data, etc. are accessed, have a watermark on the screen according to the security policy?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.2;MEDIUM;Criptografía;Cryptography;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.2.1;MEDIUM;¿Se emplean mecanismos criptográficos para proteger los dispositivos removibles cuando es necesario?;Are cryptographic mechanisms used to protect removable devices when necessary?;2;¿Se usan mecanismos criptográficos que garanticen la confidencialidad y la integridad de la información contenida en los dispositivos removibles cuando salen del área controlada? | ¿Se emplean algoritmos y parámetros autorizados por el CCN cuando los dispositivos removibles salen del área controlada?;Are cryptographic mechanisms used to guarantee the confidentiality and integrity of the information contained in removable devices when they leave the controlled area? | Are algorithms and parameters authorized by the CCN used when removable devices leave the controlled area?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.2.r1;MEDIUM;¿Se emplean productos certificados conforme a lo establecido en [op.pl.5] sobre componentes certificados?;Are certified products used in accordance with the provisions of [op.pl.5] on certified components?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.2.r2;MEDIUM;¿Las copias se seguridad se cifran utilizando algoritmos y parámetros autorizados por el CCN?;Are backup copies encrypted using algorithms and parameters authorized by the CCN?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.3;MEDIUM;Custodia;Custody;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.3;MEDIUM;¿Se garantiza la seguridad en la custodia de los soportes de información?;Is security guaranteed in the custody of information media?;3;¿Se aplica la debida diligencia y control a los soportes de información, ya sean fijos o extraíbles, que permanecen bajo la responsabilidad de la organización, garantizando el control de acceso mediante medidas físicas o lógicas, según corresponda? | ¿Se respetan las exigencias de mantenimiento del fabricante, en especial, en lo referente a temperatura, humedad y otros agentes medioambientales? | Si se externaliza la custodia de soportes en una tercera entidad ¿se ha suscrito un contrato o acuerdo del servicio donde consten las medidas de seguridad aplicadas?;Is due diligence and control applied to information media, whether fixed or removable, that remain under the responsibility of the organization, guaranteeing access control through physical or logical measures, as appropriate? | Are the manufacturer's maintenance requirements respected, especially with regard to temperature, humidity and other environmental agents? | If the custody of media is outsourced to a third entity, has a service contract or agreement been signed stating the security measures applied?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.4;MEDIUM;Transporte;Transport;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.4;MEDIUM;¿Se garantiza la seguridad en el transporte de los soportes de información?;Is security guaranteed in the transport of information media?;6;¿Se dispone de un registro de entrada / salida que identifique al transportista que entrega/recibe el soporte? | Si se designan responsables de la organización autorizados para el transporte de determinados soportes, ¿disponen o queda reflejada la correspondiente autorización acorde con los medios transportados? | ¿Se dispone de un procedimiento rutinario que coteje las salidas con las llegadas y levante las alarmas pertinentes cuando se detecte algún incidente? | ¿Se utilizan los medios de protección criptográfica correspondientes al mayor nivel de seguridad de la información contenida? | Si se externaliza el transporte de soportes en una tercera entidad ¿se ha suscrito un contrato o acuerdo del servicio donde consten las medidas de seguridad aplicadas? | ¿Se transportan los soportes dentro de un maletín de seguridad, por ejemplo, cerrado mediante candados de apertura por llave, del que el transportista no dispone de la misma?;Is there an input/output record that identifies the carrier delivering/receiving the support? | If organization managers authorized to transport certain media are designated, do they have or is the corresponding authorization reflected in accordance with the means transported? | Is there a routine procedure that matches departures with arrivals and raises the appropriate alarms when an incident is detected? | Are cryptographic protection means used corresponding to the highest level of security of the information contained? | If the transportation of media is outsourced to a third entity, has a service contract or agreement been signed stating the security measures applied? | Are the supports transported in a security case, for example, closed with key-opening padlocks, which the carrier does not have?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.5;MEDIUM;Borrado y destrucción;Erasure and destruction;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.5;MEDIUM;¿Se garantiza el borrado seguro o la destrucción de los soportes tras su utilización?;Is secure deletion or destruction of media after use guaranteed?;5;Los soportes que vayan a ser reutilizados para otra información, o liberados a otra organización, ¿son objeto de un borrado seguro de su contenido que no permita su recuperación? | ¿Cuándo la naturaleza del soporte no permita un borrado seguro antes de destinarlo a otro fin, ¿es éste destruido de forma que no pueda ser reutilizado para otro sistema? | ¿Se dispone de un registro con identificación de los soportes borrados o destruidos, la herramienta y método empleado, quién lo realizó, etc.? | Si se externaliza el borrado seguro y/o la destrucción de soportes en una tercera entidad, ¿se ha suscrito un contrato o acuerdo del servicio donde consten las medidas de seguridad aplicadas? | Si se externaliza el borrado seguro y/o la destrucción de soportes en una tercera entidad, ¿suministra ésta un certificado de borrado o destrucción segura donde consten las referencias y números de serie de los soportes tratados?;Are media that are going to be reused for other information, or released to another organization, subject to secure deletion of their content that does not allow their recovery? | When the nature of the medium does not allow secure erasure before using it for another purpose, is it destroyed in such a way that it cannot be reused for another system? | Is there a record with identification of the deleted or destroyed media, the tool and method used, who did it, etc.? | If secure deletion and/or destruction of media is outsourced to a third party, has a service contract or agreement been signed outlining the security measures applied? | If the secure deletion and/or destruction of media is outsourced to a third party, does this entity provide a certificate of deletion or secure destruction stating the references and serial numbers of the media treated?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.5.r1;MEDIUM;¿Se emplean productos o servicios que cumplen lo establecido en [op.pl.5] sobre componentes certificados?;Are products or services that comply with the provisions of [op.pl.5] on certified components used?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.si.5.r2;MEDIUM;Una vez finalizado el ciclo de vida del soporte de información ¿Es destruido éste de forma segura conforme a los criterios establecidos por el CCN?;Once the life cycle of the information medium has ended, is it safely destroyed in accordance with the criteria established by the CCN?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.1;MEDIUM;Desarrollo de aplicaciones;Application development;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.1;MEDIUM;¿Está separado a todos los efectos el entorno de desarrollo del de producción?;Is the development environment separated from the production environment for all purposes?;3;¿Se han separado ambos entornos, realizándose el desarrollo sobre sistemas diferenciados de los productivos? | ¿Existen herramientas de desarrollo o datos de prueba en el entorno de producción, o elementos productivos o datos reales en el entorno de desarrollo? | ¿Se han aplicado medidas de seguridad sobre los repositorios de código fuente?;Have both environments been separated, with development being carried out on systems differentiated from productive ones? | Are there development tools or test data in the production environment, or production items or real data in the development environment? | Have security measures been applied to the source code repositories?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.1.r1;MEDIUM;¿Las aplicaciones se desarrollarán respetando el principio de mínimo privilegio (con los privilegios que sean indispensables), accediendo únicamente a los recursos imprescindibles para su función?;Will the applications be developed respecting the principle of least privilege (with the privileges that are essential), accessing only the resources essential for their function?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.1.r2;MEDIUM;¿Se aplica una metodología de desarrollo seguro reconocida?;Is a recognized secure development methodology applied?;4;¿La metodología aplicada tiene en consideración los aspectos de seguridad a lo largo de todo el ciclo de vida? | ¿La metodología aplicada incluye normas de programación segura, como son el control de asignación y liberación de memoria, desbordamiento de memoria (overflow), etc.? | ¿La metodología aplicada tiene en cuenta los datos empleados en las pruebas? | ¿La metodología aplicada permite la inspección del código fuente?;Does the applied methodology take into consideration security aspects throughout the entire life cycle? | Does the applied methodology include safe programming rules, such as memory allocation and release control, memory overflow, etc.? | Does the applied methodology take into account the data used in the tests? | Does the applied methodology allow inspection of the source code?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.1.r3;MEDIUM;¿Se tienen en cuenta aspectos de seguridad como parte integral del diseño del sistema?;Are security aspects taken into account as an integral part of the system design?;3;¿Forman parte integral del diseño del sistema los mecanismos de identificación y autenticación? | ¿Forman parte integral del diseño del sistema los mecanismos de protección de la información tratada? | ¿Forman parte integral del diseño del sistema los mecanismos de generación y tratamiento de pistas de auditoría?;Are identification and authentication mechanisms an integral part of the system design? | Are the protection mechanisms for the information processed an integral part of the system design? | Are the mechanisms for generating and processing audit trails an integral part of the system design?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.1.r4;MEDIUM;¿Se aseguran los datos reales empleados para las pruebas previas, evitando su uso en la medida de lo posible?;Are the actual data used for pre-testing secured, avoiding its use as much as possible?;2;¿Se evita realizar con datos reales las pruebas previas a la implementación o modificación de los sistemas de información? | En caso de que fuese necesario recurrir a datos reales para las pruebas previas,  ¿se garantiza el nivel de seguridad correspondiente?;Is testing carried out with real data prior to the implementation or modification of information systems avoided? | If it is necessary to use real data for pre-testing, is the corresponding level of security guaranteed?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.1.r5;MEDIUM;¿El desarrollador elabora y mantiene actualizada una relación formal de los componentes software de terceros empleados en la aplicación o producto?;Does the developer prepare and keep up-to-date a formal list of the third-party software components used in the application or product?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.2;MEDIUM;Aceptación y puesta en servicio;Acceptance and commissioning;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.2;MEDIUM;Antes de su paso a producción, ¿se comprueba el correcto funcionamiento de la aplicación y de sus aspectos de seguridad?;Before going into production, is the correct functioning of the application and its security aspects checked?;2;Antes del paso a producción de las aplicaciones, ¿se comprueban los criterios de aceptación en materia de seguridad? | Antes del paso a producción de las aplicaciones, ¿se comprueba que no se deteriora la seguridad de otros componentes del servicio?;Before applications go into production, are security acceptance criteria checked? | Before the applications go into production, is it verified that the security of other components of the service does not deteriorate?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.2;MEDIUM;¿Caso de aplicaciones desarrolladas externamente implementadas en modo local (on-premise), el proveedor aporta suficientes evidencias de la seguridad de la aplicación?;In the case of externally developed applications implemented locally (on-premise), does the provider provide sufficient evidence of the security of the application?;3;¿Aporta el proveedor que implementa la solución un ejemplar particularizado para el cliente que contrata del manual ‘Guía de instalación y configuración segura del sistema’ dirigida a los administradores? | ¿Aporta el proveedor que implementa la solución un ejemplar particularizado para el cliente que contrata del manual ‘Guía de uso seguro del sistema’ dirigida a los usuarios? | ¿Aporta el proveedor que implementa la solución un ejemplar particularizado para el cliente que contrata del manual ‘Guía de la relación entre cliente y proveedor’ dirigida a los administradores?;Does the provider that implements the solution provide a customized copy for the contracting client of the 'Secure system installation and configuration guide' manual aimed at administrators? | Does the provider that implements the solution provide a customized copy for the contracting client of the 'Guide to safe use of the system' manual aimed at users? | Does the supplier that implements the solution provide a customized copy for the contracting client of the manual 'Guide to the relationship between client and supplier' aimed at administrators?;ANEXO II-MEDIDAS DE PROTECCIÓN
Mp.sw.2.r1;MEDIUM;¿Se realizan las pruebas en un entorno aislado de preproducción?;Is testing done in an isolated pre-production environment?;0;;;ANEXO II-MEDIDAS DE PROTECCIÓN
