anchor,positive,source_standard,control_id
"Relevant Parties are notified in a timely basis when breaches of PII occur (with details of the breach, consequences of the breach, and resolution taken to resolve the breach), or of any PII transfers between jurisdictions and of any intended changes in this regard.","The provider must, at the request of a sponsor, make him accessible the sanctions incurred in the event of an offense to the security policy.",SecNumCloud,7.4.b
"Relevant Parties are notified in a timely basis when breaches of PII occur (with details of the breach, consequences of the breach, and resolution taken to resolve the breach), or of any PII transfers between jurisdictions and of any intended changes in this regard.",The service provider must document any violation of personal data and inform its sponsor. The violation must be notified to the CNIL5 if it presents a risk for the rights and freedoms of the persons concerned. It must be the subject of information to the persons concerned when the risk for their privacy is high.,SecNumCloud,16.1.c
"[The Organization] determines respective roles and responsibilities for the processing of PII (including PII protection and security requirements) including when it is acting on behalf of itself (and does not require instruction from the Customer/Controller), when it is acting as proxy for the Customer/Controller (and does not require additional permission or instruction) and it requires instruction and permission from the Customer and ensure [The Organization] resources are appropriately trained.","The service provider must define and assign responsibilities in terms of personal data protection, consistent with its role in personal data processing (controller, subcontractor or co-responsible).",SecNumCloud,6.1.e
"[The Organization] informs the customer/controller if, in its opinion, a processing instruction received from the customer/controller infringes applicable legislation and/or regulation.","When it acts as a subcontractor within the meaning of article 28 of [GDPR], the service provider must provide assistance and advice to the sponsor by informing him if an investigation of the latter constitutes a violation of the data protection rules.",SecNumCloud,19.5.c
"Procedures are in place for customers to request access to their own log records. Upon request, [The Organization] provides access to the respective log records.","The service provider must provide, at the request of a sponsor, all the events concerning him.",SecNumCloud,12.6.d
"A documented Privacy Information Security Management System Risk Assessment Methodology is in place that includes guidance on the identification of potential threats related to the processing of PII, rating the significance of the risks associated with the identified threats, and mitigation strategies for those risks, documentation and communication of those risks, as well as possible vulnerabilities within the cloud service provider and their impacts. Upper management, or its designated representative(s), owns this methodology and is responsible for its adherence.",The service provider must document an assessment of the risks covering the entire perimeter of the service.,SecNumCloud,5.3.a
"A documented Privacy Information Security Management System Risk Assessment Methodology is in place that includes guidance on the identification of potential threats related to the processing of PII, rating the significance of the risks associated with the identified threats, and mitigation strategies for those risks, documentation and communication of those risks, as well as possible vulnerabilities within the cloud service provider and their impacts. Upper management, or its designated representative(s), owns this methodology and is responsible for its adherence.",The service provider must carry out its risk assessment using a documented method guaranteeing the reproducibility and comparability of the process.,SecNumCloud,5.3.b
"A documented Privacy Information Security Management System Risk Assessment Methodology is in place that includes guidance on the identification of potential threats related to the processing of PII, rating the significance of the risks associated with the identified threats, and mitigation strategies for those risks, documentation and communication of those risks, as well as possible vulnerabilities within the cloud service provider and their impacts. Upper management, or its designated representative(s), owns this methodology and is responsible for its adherence.","The service provider must take into account in risk assessment: - information management of the sponsor with different security needs; - the risks having impacts on the rights and freedoms of the persons concerned in the event of unauthorized access, unwanted modification and disappearance of personal data; - the risks of failure of the compartmentalization mechanisms of the resources of the technical infrastructure (memory, calculation, storage, network) shared between the sponsors; - the risks linked to the incomplete or unsecured erasure of data stored on memory or storage spaces shared between sponsors, in particular during the reallocations of memory and storage spaces; - the risks linked to the exposure of administration interfaces on a public network; - the risks of infringement of the confidentiality of the data of the sponsors by third parties involved in the provision of the service (suppliers, subcontractors, etc.): - the risks linked to natural and physical claims events; - the risks linked to the separation of tasks (see 6.2.a); - Risks linked to development environments (see 14.4.B). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",SecNumCloud,5.3.c
Security incident response policies and procedures are documented and communicated to authorized personnel.,The service provider must document and implement a procedure to provide rapid and effective responses to security incidents. These procedures must define the means and deadlines for the communication of security incidents to all the sponsors concerned as well as the level of confidentiality required for this communication.,SecNumCloud,16.1.a
Security incident response policies and procedures are documented and communicated to authorized personnel.,The service provider must inform its employees and all third parties participating in the implementation of the service of this procedure.,SecNumCloud,16.1.b
Privacy and human rights incident response policies and procedures are documented and communicated to authorized personnel.,The service provider must document and implement a procedure to provide rapid and effective responses to security incidents. These procedures must define the means and deadlines for the communication of security incidents to all the sponsors concerned as well as the level of confidentiality required for this communication.,SecNumCloud,16.1.a
Privacy and human rights incident response policies and procedures are documented and communicated to authorized personnel.,The service provider must inform its employees and all third parties participating in the implementation of the service of this procedure.,SecNumCloud,16.1.b
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must document and implement a logging policy including at least the following elements: - the list of collection sources,SecNumCloud,12.6.a
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must generate and collect the following events: - user activities related to information security,SecNumCloud,12.6.b
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must maintain events from the journalization for a minimum period of six months subject to compliance with legal and regulatory requirements.,SecNumCloud,12.6.c
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.","The service provider must provide, at the request of a sponsor, all the events concerning him.",SecNumCloud,12.6.d
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must set up the horoditing of each journalized event.,SecNumCloud,12.8.b
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.","The service provider must document and implement an infrastructure allowing the analysis and correlation of events recorded by the journalization system in order to detect events likely to affect the security of the service system, in real time or a posteriori for events going up to six months.",SecNumCloud,12.9.a
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must pay the alarms reported by the infrastructure of analysis and correlation of events at least daily.,SecNumCloud,12.9.c
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must have one or more security incident detection probes on the service information system. These probes must in particular allow the supervision of each interconnections of the service system system with third -party information systems and public networks. These probes must be sources of collection for the infrastructure of analysis and correlation of events (see chapter 12.9). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,SecNumCloud,13.3.a
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.","The service provider must assess events related to information security and decide whether to qualify them as security incidents. For the assessment, he must rely on one or more scales (estimate, evaluation, etc.) shared with the sponsor. Note: Security incidents include violations of personal data.",SecNumCloud,16.3.a
"All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.","The service provider must use a classification to clearly identify security incidents affecting data relating to the sponsors, in accordance with the results of risk assessment. This classification must include violations of personal data.",SecNumCloud,16.3.b
"All events related to privacy and human rights are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must document any violation of personal data and inform its sponsor. The violation must be notified to the CNIL5 if it presents a risk for the rights and freedoms of the persons concerned. It must be the subject of information to the persons concerned when the risk for their privacy is high.,SecNumCloud,16.1.c
"All events related to privacy and human rights are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must process security incidents until their resolution and must inform the sponsors in accordance with procedures. 5 Online notification: https://notifications.cnil.fr/notifications/index providers of computer service in clouds (SecnumCloud) - Referential for Date Date Criteria,SecNumCloud,16.4.a
"All events related to privacy and human rights are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",The service provider must document and implement a procedure to record information relating to security incidents and which can serve as evidence. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,SecNumCloud,16.6.a
A supplier management program is in place. Components of this program include: - Maintaining a list of critical third-party suppliers. - Requirements for third-party suppliers to maintain their own security and privacy practices and procedures.,"The service provider must keep up to date an exhaustive list of third parties participating in the implementation of the service (host, developer, integrator, archive, subcontractor operating on site or remote, air conditioning suppliers, etc.). This list must specify the contribution of the third party to the service and processing of personal data. It must take into account cases of subcontracting on several levels.",SecNumCloud,15.1.a
A supplier management program is in place. Components of this program include: - Maintaining a list of critical third-party suppliers. - Requirements for third-party suppliers to maintain their own security and privacy practices and procedures.,The service provider must make available to the sponsor the list of all third parties who can access the data and inform him of any change of subcontractors within the meaning of article 28 of the [GDPR] so that the sponsor can issue objections in this regard.,SecNumCloud,15.1.b
A supplier management program is in place. Components of this program include: - Maintaining a list of critical third-party suppliers. - Requirements for third-party suppliers to maintain their own security and privacy practices and procedures.,"The service provider must require third parties participating in the implementation of the service, in their contribution to the service, a level of security at least equivalent to that which he undertakes to maintain in his own security policy. He must do so through requirements, adapted to each third party and his contribution to the service, in specifications or in the security clauses of the partnership agreements. The service provider must include these requirements in contracts concluded with third parties.",SecNumCloud,15.2.a
A supplier management program is in place. Components of this program include: - Maintaining a list of critical third-party suppliers. - Requirements for third-party suppliers to maintain their own security and privacy practices and procedures.,"The service provider must contract, with each of the third parties participating in the implementation of the service, audit clauses allowing a qualification organization to verify that these third parties meet the requirements of this repository.",SecNumCloud,15.2.b
A supplier management program is in place. Components of this program include: - Maintaining a list of critical third-party suppliers. - Requirements for third-party suppliers to maintain their own security and privacy practices and procedures.,The service provider must define and allocate the roles and responsibilities relating to the modification or the end of the contract binding it to a third party participating in the implementation of the service.,SecNumCloud,15.2.c
A supplier management program is in place. Components of this program include: - Maintaining a list of critical third-party suppliers. - Requirements for third-party suppliers to maintain their own security and privacy practices and procedures.,"Prior to the assessment for qualifying the service, the service provider must have an initial independent information security review by a skilled information systems security audit provider [PASSI]. This initial review must in particular cover6: - for services other than IAAS (CAAS, PAAS, SaaS, etc.), an audit of the configuration of virtual or physical resources, operating systems and basic software (OS, Middleware, Databases, ...) within the perimeter of the service; - an intrusion test on the administration interfaces of the service made available to sponsors; - For a SaaS type service, an intrusion test on the interface made available to end users as well as an audit of the source code relating to the implemented safety functionalities (authentication, sessions management, partitioning in the event of a multi-benefit mode). If the SaaS renders an information security service, a dedicated product certification is necessary.",SecNumCloud,18.2.2.a
"At least annually, management reviews controls within third party assurance reports to ensure that they meet organizational requirements; if control gaps, significant changes, or reported incidents are identified in the assurance reports, management takes action to address the impact the disclosed gaps have on [The Organization].","The service provider must require third parties participating in the implementation of the service, in their contribution to the service, a level of security at least equivalent to that which he undertakes to maintain in his own security policy. He must do so through requirements, adapted to each third party and his contribution to the service, in specifications or in the security clauses of the partnership agreements. The service provider must include these requirements in contracts concluded with third parties.",SecNumCloud,15.2.a
"At least annually, management reviews controls within third party assurance reports to ensure that they meet organizational requirements; if control gaps, significant changes, or reported incidents are identified in the assurance reports, management takes action to address the impact the disclosed gaps have on [The Organization].","The service provider must document and implement a procedure making it possible to regularly control the measures implemented by third parties participating in the implementation of the service to comply with the requirements of this repository, in accordance with chapter 18.3.",SecNumCloud,15.3.a
"At least annually, management reviews controls within third party assurance reports to ensure that they meet organizational requirements; if control gaps, significant changes, or reported incidents are identified in the assurance reports, management takes action to address the impact the disclosed gaps have on [The Organization].",The service provider must document and implement a procedure for monitoring the changes made by third parties participating in the implementation of the service likely to affect the level of security of the service system.,SecNumCloud,15.4.a
"At least annually, management reviews controls within third party assurance reports to ensure that they meet organizational requirements; if control gaps, significant changes, or reported incidents are identified in the assurance reports, management takes action to address the impact the disclosed gaps have on [The Organization].","Insofar as a change of third party participating in the implementation of the service affects the level of security of the service, the service provider must inform all of the sponsors without delay in accordance with chapter 12.2 and implement the measures to restore the previous level of security.",SecNumCloud,15.4.b
"At least annually, management reviews controls within third party assurance reports to ensure that they meet organizational requirements; if control gaps, significant changes, or reported incidents are identified in the assurance reports, management takes action to address the impact the disclosed gaps have on [The Organization].",The service provider must document and implement a procedure making it possible to revise at least annually the requirements in terms of confidentiality or non-disclosure commitments vis-à-vis third parties participating in the implementation of the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,SecNumCloud,15.5.a
[The Organization] has established an incident response plan that is tested at least annually to assess the effectiveness of the incident response program.,The service provider must have one or more security incident detection probes on the service information system. These probes must in particular allow the supervision of each interconnections of the service system system with third -party information systems and public networks. These probes must be sources of collection for the infrastructure of analysis and correlation of events (see chapter 12.9). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,SecNumCloud,13.3.a
Critical [The Organization] are monitored in accordance to predefined availability criteria and alerts are sent to authorized personnel.,"The service provider must document and implement measures to ensure that the conditions of installation, maintenance and maintenance of annexed technical equipment (power supply, air conditioning, fire, etc.) are compatible with the service availability requirements defined in the service agreement.",SecNumCloud,11.7.d
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",The provider must document and implement the measures to prevent and limit the consequences of a power outage and allow a resumption of service in accordance with the service availability requirements defined in the service agreement.,SecNumCloud,11.3.c
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service provider must document and implement measures to ensure that the conditions of installation, maintenance and maintenance of the equipment of the information system of the service hosted in private and sensitive zones are compatible with the requirements of confidentiality and availability of the service defined in the service agreement.",SecNumCloud,11.7.a
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service provider must document and implement a procedure allowing, in the event of operations carried out by the service provider and which may have an impact on the security or availability of the service, to communicate the following information as soon as possible: - the scheduled date and time of the start and end of operations; - The nature of operations; - Impacts on security or availability of service; - Contact within the provider.",SecNumCloud,12.2.b
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",The service provider must establish a service agreement with each of the service sponsors. Any modification of the service agreement must be subject to acceptance of the sponsor.,SecNumCloud,19.1.a
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service provider must identify in the service agreement: - The obligations, rights and responsibilities of each of the parties: provider and third parties involved in the provision of the service, sponsors, etc. ; - the elements explicitly excluded from the provider's responsibilities within the limits of what the legal and regulatory requirements in force provide, in particular article 28 of the [GDPR]; - The location of the service. The location of the support must be specified when carried out from a state outside the European Union, as allows the requirement 19.2.e.",SecNumCloud,19.1.b
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",The service provider must propose a service agreement applying the law of a Member State of the European Union. The applicable law must be identified in the service agreement.,SecNumCloud,19.1.c
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service agreement must indicate that collection, manipulation, storage, and more generally the processing of data made within the framework of the pre-sale, implementation, maintenance and the stop of the service are carried out in accordance with the requirements decreed by the legislation in force.",SecNumCloud,19.1.d
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service agreement must indicate that the service provider must make available to the sponsor, at the request of the latter, the elements of assessment of the risks linked to the submission of the data of the sponsor to the law of a non-member State of the European Union (see 5.3.e).",SecNumCloud,19.1.e
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",The service provider must describe in the service agreement the technical and organizational means he implements to ensure compliance with applicable law.,SecNumCloud,19.1.f
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",The service provider must include in the service agreement a revision clause of the agreement providing in particular a penalty termination for the sponsor in the event of loss of the qualification granted to the service.,SecNumCloud,19.1.g
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",The service provider must include in the service agreement a reversibility clause allowing the sponsor to recover all of his data (provided directly by the sponsor or produced within the framework of the service from the data or actions of the sponsor).,SecNumCloud,19.1.h
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service provider must ensure this reversibility via one of the following technical terms: - The provision of files according to one or more formats documented and usable outside the service provided by the service provider; - The implementation of technical interfaces allowing access to data according to a documented and usable scheme (API, pivot format, etc.). The technical methods of reversibility are in the service agreement.",SecNumCloud,19.1.i
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",The service provider must indicate in the service agreement the level of availability of the service.,SecNumCloud,19.1.j
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service provider must indicate in the service agreement that it cannot have the data transmitted and generated by the sponsor, their provision being reserved for the sponsor.",SecNumCloud,19.1.k
"Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.","The service provider must indicate in the service agreement that he does not disclose any information relating to the service to third parties, without the formal and written authorization of the sponsor. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",SecNumCloud,19.1.l
Formal Legal Approved information sharing agreements are in place with related critical suppliers. These agreements include confidentiality commitments applicable to that entity.,"The service provider must require third parties participating in the implementation of the service, in their contribution to the service, a level of security at least equivalent to that which he undertakes to maintain in his own security policy. He must do so through requirements, adapted to each third party and his contribution to the service, in specifications or in the security clauses of the partnership agreements. The service provider must include these requirements in contracts concluded with third parties.",SecNumCloud,15.2.a
Procedures are in place to supervise and control outsourced software and system development activities to ensure that outsourced development activities complay with Systems secured development policy.,The service provider must document and implement a procedure to supervise and control the outsourced development activity of software and systems. This procedure must ensure that the outsourced development activity is in accordance with the secure development policy of the service provider and makes it possible to reach a level of security for external development equivalent to that of internal development (see requirement 14.1 a).,SecNumCloud,14.5.a
"Anti-malware technology is deployed for environments commonly susceptible to malicious attack and is configured to be updated routinely, logged, and installed on all employee workstations.","The service provider must document and implement detection, prevention and catering measures to protect himself from malicious codes. The scope of application of this requirement on the service information system must necessarily contain user positions under the responsibility of the service provider and the incoming flows on this same information system.",SecNumCloud,12.4.a
"Anti-malware technology is deployed for environments commonly susceptible to malicious attack and is configured to be updated routinely, logged, and installed on all employee workstations.",The service provider must generate and collect the following events: - user activities related to information security,SecNumCloud,12.6.b
Systems antivirus deployments generate audit logs which are retained at least annually with the data immediately available for analysis.,The service provider must generate and collect the following events: - user activities related to information security,SecNumCloud,12.6.b
Internal and external network vulnerability scans are performed at least monthly. Identified vulnerabilities are assigned for remediation and monitored for closure.,The service provider must document and implement a monitoring process to manage the technical vulnerabilities of software and systems used in the service information system.,SecNumCloud,12.11.a
Internal and external network vulnerability scans are performed at least monthly. Identified vulnerabilities are assigned for remediation and monitored for closure.,The provider must assess its exposure to these vulnerabilities by including them in the risk assessment and apply the appropriate risk treatment measures.,SecNumCloud,12.11.b
Penetration testing is performed at least annually. All discovered vulnerabilities must be triaged for criticality and assigned for remediation compliant to the internal S-Rating and SLAs as defined in the internal Standard S-Rating Classification.,The provider must assess its exposure to these vulnerabilities by including them in the risk assessment and apply the appropriate risk treatment measures.,SecNumCloud,12.11.b
Penetration testing is performed at least annually. All discovered vulnerabilities must be triaged for criticality and assigned for remediation compliant to the internal S-Rating and SLAs as defined in the internal Standard S-Rating Classification.,"The service provider must document and implement an audit program over three years defining the perimeter and frequency of audits in accordance with change management, policies, and the results of risk assessment. The service provider must include in the audit program an audit qualified per year carried out by an audit provider for qualified information systems [PASSI]. The entire audit program must in particular cover: - the audit of the configuration of the technical infrastructure of the service. This audit is carried out by sampling and must include all types of equipment and servers present in the service information system; - the intrusion test of administration interfaces exposed on a public network; - the Intrusion test of the user interface for SaaS services; - If the service benefits from internal developments, the source code audit relating to the security functionalities implemented (the continuous approach must be favored). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",SecNumCloud,18.2.1.a
[The Organization] or Business Unit (BU) subscribes to relevant security bulletins and email alerts and uses them to monitor the impact of emerging technologies and security.,"It is recommended that the service provider set up appropriate relations with the authorities competent in terms of information security and personal data and, if necessary, with the sectoral authorities according to the nature of the information entrusted by the sponsor to the service provider.",SecNumCloud,6.3.a
[The Organization] or Business Unit (BU) subscribes to relevant security bulletins and email alerts and uses them to monitor the impact of emerging technologies and security.,"It is recommended that the service provider maintains appropriate contacts with groups of specialists or recognized sources, in particular to take into account new threats and appropriate security measures to counter them. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",SecNumCloud,6.4.a
The cloud service provider provides information about the management of technical vulnerabilities that can impact customers.,"As part of a PAAS service, the service provider must inform the sponsor as soon as possible of any modification to come on software elements under his responsibility as soon as complete compatibility cannot be ensured.",SecNumCloud,12.2.c
The cloud service provider provides information about the management of technical vulnerabilities that can impact customers.,The service provider must inform the sponsor as soon as possible of any future modification on the elements of the service as long as it is likely to cause a loss of functionality for the sponsor. operating,SecNumCloud,12.2.d
"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.","The service provider must take into account in risk assessment: - information management of the sponsor with different security needs; - the risks having impacts on the rights and freedoms of the persons concerned in the event of unauthorized access, unwanted modification and disappearance of personal data; - the risks of failure of the compartmentalization mechanisms of the resources of the technical infrastructure (memory, calculation, storage, network) shared between the sponsors; - the risks linked to the incomplete or unsecured erasure of data stored on memory or storage spaces shared between sponsors, in particular during the reallocations of memory and storage spaces; - the risks linked to the exposure of administration interfaces on a public network; - the risks of infringement of the confidentiality of the data of the sponsors by third parties involved in the provision of the service (suppliers, subcontractors, etc.): - the risks linked to natural and physical claims events; - the risks linked to the separation of tasks (see 6.2.a); - Risks linked to development environments (see 14.4.B). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",SecNumCloud,5.3.c
"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.",The service provider must subscribe to maintenance contracts to have the security updates of software installed on service system equipment.,SecNumCloud,11.7.b
"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.","The service provider must document and implement detection, prevention and catering measures to protect himself from malicious codes. The scope of application of this requirement on the service information system must necessarily contain user positions under the responsibility of the service provider and the incoming flows on this same information system.",SecNumCloud,12.4.a
"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.","The service provider must provide an inspection and deletion capacity, if necessary, of entrants3 (control of authenticity and the safety of updates, control of the innocent of the tools provided, etc.) relating to the perimeter of the technical infrastructure: 3 The entrants are here made up of the elements necessary and specific to the installation of software considered: software elements to be installed, installation tools provided, etc. Providers of IT services in clouds (SecnumCloud) - Referential of requirements Date Date Criterion Diffusion Page - This inspection and deletion capacity must generate activity logs and must be able to be the subject of an audit of code, - entrants must be treated on specific devices carried out and maintained by the provider and hosted in a partitioned area of ​​the rest of the infrastructure ( demilitarized as defined in [G_INT]).",SecNumCloud,12.10.c
"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.",The service provider must document and implement a monitoring process to manage the technical vulnerabilities of software and systems used in the service information system.,SecNumCloud,12.11.a
"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.",The provider must assess its exposure to these vulnerabilities by including them in the risk assessment and apply the appropriate risk treatment measures.,SecNumCloud,12.11.b
"Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.","The service provider must document and implement an audit program over three years defining the perimeter and frequency of audits in accordance with change management, policies, and the results of risk assessment. The service provider must include in the audit program an audit qualified per year carried out by an audit provider for qualified information systems [PASSI]. The entire audit program must in particular cover: - the audit of the configuration of the technical infrastructure of the service. This audit is carried out by sampling and must include all types of equipment and servers present in the service information system; - the intrusion test of administration interfaces exposed on a public network; - the Intrusion test of the user interface for SaaS services; - If the service benefits from internal developments, the source code audit relating to the security functionalities implemented (the continuous approach must be favored). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",SecNumCloud,18.2.1.a
"Infrastructure supporting the service, and applications are patched upon availability as a part of routine maintenance and as a result of identified vulnerabilities and supplier supplied patches to help ensure that applications and infrastructure network and system components supporting the service are hardened against security threats.",The service provider must operate in the state of the art for the type of activity selected: Use stable software benefiting from monitoring of safety and configuration fixes so as to obtain an optimal security level.,SecNumCloud,5.1.a
