source_id,source_text,target_id,target_text,label
CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,OIS-06,"Policies and instructions for risk management procedures are documented, communicated and provided in accordance with SP-01 for the following aspects:
. Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners;
. Analysis of the probability and impact of occurrence and determination of the level of risk;
. Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling;
. Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and
. Documentation of the activities implemented to enable consistent, valid and comparable results.",1
CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,OPS-10,Policies are defined to govern logging and monitoring events on system components under the CSP’s responsibility.,1
CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,IDM-01,"A role and rights concept based on the business and security requirements of the Cloud Service Provider as well as a policy for managing user accounts and access rights for internal and external employees of the Cloud Service Provider and system components that have a role in automated authorisation processes of the Cloud Service Provider are documented, communicated and made available according to SP-01:
. Assignment of unique usernames;
. Granting and modifying user accounts and access rights based on the 2least-privilege- principle"" and the ""need-to-know"" principle;
. Segregation of duties between operational and monitoring functions (""Segregation of Duties"");
. Segregation of duties between managing, approving and assigning user accounts and access rights;
. Approval by authorised individual(s) or system(s) for granting or modifying user accounts and access rights before data of the cloud customer or system components used to provision the cloud service can be accessed;
. Regular review of assigned user accounts and access rights;
. Blocking and removing access accounts in the event of inactivity;
. Time-based or event-driven removal or adjustment of access rights in the event of changes to job responsibility;
. Two-factor or multi-factor authentication for users with privileged access;
. Requirements for the approval and documentation of the management of user accounts and access rights.",1
CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,COM-02,"Policies and instructions for planning and conducting audits are documented, communicated and made available in accordance with SP-01 and address the following aspects:
. Restriction to read-only access to system components in accordance with the agreed audit plan and as necessary to perform the activities;
. Activities that may result in malfunctions to the cloud service or breaches of contractual requirements are performed during scheduled maintenance windows or outside peak periods; and
. Logging and monitoring of activities.",1
CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,COS-08,"Policies and instructions with technical and organisational safeguards in order to protect the transmission of data against unauthorised interception, manipulation, copying, modification, redirection or destruction are documented, communicated and provided according to SP-01. The policies and instructions establish a reference to the classification of information (cf. AM-06).",1
CCF 127,Privacy policies are documented and define the information privacy rules and requirements for the service environment. These policies are reviewed according to periodic review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and [The Organization] Policy Governance Policy. ,OIS-02,"The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes:
. the importance of information security, based on the requirements of cloud customers in relation to information security;
. the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider;
. the most important aspects of the security strategy to achieve the security objectives set; and
. the organisational structure for information security in the ISMS application area.",1
CCF 127,Privacy policies are documented and define the information privacy rules and requirements for the service environment. These policies are reviewed according to periodic review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and [The Organization] Policy Governance Policy. ,OIS-03,"Interfaces and dependencies between cloud service delivery activities performed by the Cloud Service Provider and activities performed by third parties are documented and communicated. This includes dealing with the following events:
. Vulnerabilities;
. Security incidents; and
. Malfunctions.
The type and scope of the documentation is geared towards the information requirements of the subject matter experts of the affected organisations in order to carry out the activities appropriately (e.g. definition of roles and responsibilities in guidelines, description of cooperation obligations in service descriptions and contracts).
The communication of changes to the interfaces and dependencies takes place in a timely manner so that the affected organisations and third parties can react appropriately with organisational and technical measures before the changes take effect.",1
CCF 127,Privacy policies are documented and define the information privacy rules and requirements for the service environment. These policies are reviewed according to periodic review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and [The Organization] Policy Governance Policy. ,IDM-01,"A role and rights concept based on the business and security requirements of the Cloud Service Provider as well as a policy for managing user accounts and access rights for internal and external employees of the Cloud Service Provider and system components that have a role in automated authorisation processes of the Cloud Service Provider are documented, communicated and made available according to SP-01:
. Assignment of unique usernames;
. Granting and modifying user accounts and access rights based on the 2least-privilege- principle"" and the ""need-to-know"" principle;
. Segregation of duties between operational and monitoring functions (""Segregation of Duties"");
. Segregation of duties between managing, approving and assigning user accounts and access rights;
. Approval by authorised individual(s) or system(s) for granting or modifying user accounts and access rights before data of the cloud customer or system components used to provision the cloud service can be accessed;
. Regular review of assigned user accounts and access rights;
. Blocking and removing access accounts in the event of inactivity;
. Time-based or event-driven removal or adjustment of access rights in the event of changes to job responsibility;
. Two-factor or multi-factor authentication for users with privileged access;
. Requirements for the approval and documentation of the management of user accounts and access rights.",1
CCF 127,Privacy policies are documented and define the information privacy rules and requirements for the service environment. These policies are reviewed according to periodic review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and [The Organization] Policy Governance Policy. ,COS-08,"Policies and instructions with technical and organisational safeguards in order to protect the transmission of data against unauthorised interception, manipulation, copying, modification, redirection or destruction are documented, communicated and provided according to SP-01. The policies and instructions establish a reference to the classification of information (cf. AM-06).",1
CCF 128,"A cloud service customers' information security policy is defined and maintained and is consistent with Systems acceptable levels of information security risks for its information and other assets. Considerations around information being stored in the cloud computing environment, access management, maintenance, and geographical locations of cloud service provider's organization are included in the policy.",OIS-02,"The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes:
. the importance of information security, based on the requirements of cloud customers in relation to information security;
. the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider;
. the most important aspects of the security strategy to achieve the security objectives set; and
. the organisational structure for information security in the ISMS application area.",1
CCF 128,"A cloud service customers' information security policy is defined and maintained and is consistent with Systems acceptable levels of information security risks for its information and other assets. Considerations around information being stored in the cloud computing environment, access management, maintenance, and geographical locations of cloud service provider's organization are included in the policy.",SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
CCF 128,"A cloud service customers' information security policy is defined and maintained and is consistent with Systems acceptable levels of information security risks for its information and other assets. Considerations around information being stored in the cloud computing environment, access management, maintenance, and geographical locations of cloud service provider's organization are included in the policy.",COS-08,"Policies and instructions with technical and organisational safeguards in order to protect the transmission of data against unauthorised interception, manipulation, copying, modification, redirection or destruction are documented, communicated and provided according to SP-01. The policies and instructions establish a reference to the classification of information (cf. AM-06).",1
CCF 128,"A cloud service customers' information security policy is defined and maintained and is consistent with Systems acceptable levels of information security risks for its information and other assets. Considerations around information being stored in the cloud computing environment, access management, maintenance, and geographical locations of cloud service provider's organization are included in the policy.",PSS-01,"The Cloud Service Provider provides cloud customers with guidelines and recommendations for the secure use of the cloud service provided. The information contained therein is intended to assist the cloud customer in the secure configuration, installation and use of the cloud service, to the extent applicable to the cloud service and the responsibility of the cloud user.
The type and scope of the information provided will be based on the needs of subject matter experts of the cloud customers who set information security requirements, implement them or verify the implementation (e.g. IT, Compliance, Internal Audit). The information in the guidelines and recommendations for the secure use of the cloud service address the following aspects, where applicable to the cloud service:
. Instructions for secure configuration;
. Information sources on known vulnerabilities and update mechanisms;
. Error handling and logging mechanisms;
. Authentication mechanisms;
. Roles and rights concept including combinations that result in an elevated risk; and
. Services and functions for administration of the cloud service by privileged users.
The information is maintained so that it is applicable to the cloud service provided in the version intended for productive use.",1
CCF 128,"A cloud service customers' information security policy is defined and maintained and is consistent with Systems acceptable levels of information security risks for its information and other assets. Considerations around information being stored in the cloud computing environment, access management, maintenance, and geographical locations of cloud service provider's organization are included in the policy.",PSS-12,"The cloud customer is able to specify the locations (location/country) of the data processing and storage including data backups according to the contractually available options.
This must be ensured by the cloud architecture.",1
CCF 129,"A cloud service providers' information policy is defined and maintained, and addresses the provision and use of its cloud services. Considerations around baseline information security requirements, multi-tenancy and cloud service customer isolation, access management, communication, lifecycle management of service customer accounts, and communication of breaches are included in the policy. ",PI-01,Inbound and outbound interfaces to/from the cloud service are documented for access from other cloud services or IT systems.,1
CCF 129,"A cloud service providers' information policy is defined and maintained, and addresses the provision and use of its cloud services. Considerations around baseline information security requirements, multi-tenancy and cloud service customer isolation, access management, communication, lifecycle management of service customer accounts, and communication of breaches are included in the policy. ",PSS-01,"The Cloud Service Provider provides cloud customers with guidelines and recommendations for the secure use of the cloud service provided. The information contained therein is intended to assist the cloud customer in the secure configuration, installation and use of the cloud service, to the extent applicable to the cloud service and the responsibility of the cloud user.
The type and scope of the information provided will be based on the needs of subject matter experts of the cloud customers who set information security requirements, implement them or verify the implementation (e.g. IT, Compliance, Internal Audit). The information in the guidelines and recommendations for the secure use of the cloud service address the following aspects, where applicable to the cloud service:
. Instructions for secure configuration;
. Information sources on known vulnerabilities and update mechanisms;
. Error handling and logging mechanisms;
. Authentication mechanisms;
. Roles and rights concept including combinations that result in an elevated risk; and
. Services and functions for administration of the cloud service by privileged users.
The information is maintained so that it is applicable to the cloud service provided in the version intended for productive use.",1
CCF 129,"A cloud service providers' information policy is defined and maintained, and addresses the provision and use of its cloud services. Considerations around baseline information security requirements, multi-tenancy and cloud service customer isolation, access management, communication, lifecycle management of service customer accounts, and communication of breaches are included in the policy. ",PSS-07,"If passwords are used as authentication information for the cloud service, their confidentiality is ensured by the following procedures:
. Users can initially create the password themselves or must change an initial password when logging in to the cloud service for the first time. An initial password loses its validity after a maximum of 14 days.
. When creating passwords, compliance with the length and complexity requirements of the Cloud Service Provider (cf. IDM-09) or the cloud customer is technically enforced.
. The user is informed about changing or resetting the password.
. The server-side storage takes place using state-of-the-art cryptographically strong hash functions in combination with at least 32-bit long salt values.",1
CCF 129,"A cloud service providers' information policy is defined and maintained, and addresses the provision and use of its cloud services. Considerations around baseline information security requirements, multi-tenancy and cloud service customer isolation, access management, communication, lifecycle management of service customer accounts, and communication of breaches are included in the policy. ",PSS-08,"The Cloud Service Provider provides cloud users with a roles and rights concept for managing access rights. It describes rights profiles for the functions provided by the cloud service.
The rights profiles are suitable for enabling cloud users to manage access authorisations and permissions in accordance with the principle of least-privilege and how it is necessary for the performance of tasks (""need-to-know principle"") and to implement the principle of functional separation between operational and controlling functions (""separation of duties"").",1
CCF 130,The cloud service provides information to the cloud service customers about the information security capabilities they use. Implementation details about security controls are disclosed as needed.,OIS-02,"The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes:
. the importance of information security, based on the requirements of cloud customers in relation to information security;
. the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider;
. the most important aspects of the security strategy to achieve the security objectives set; and
. the organisational structure for information security in the ISMS application area.",1
CCF 130,The cloud service provides information to the cloud service customers about the information security capabilities they use. Implementation details about security controls are disclosed as needed.,SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
CCF 130,The cloud service provides information to the cloud service customers about the information security capabilities they use. Implementation details about security controls are disclosed as needed.,SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
CCF 132,"A process is in place to request, review, and approve exceptions to policies, standards, and procedures. The assessment of the exception is risk based and the approved exceptions are reviewed at least annually or based on defined frequency as per [The Organization] policies. ",SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
CCF 133,"Policies and standards are in place to govern the collection, retention, and usage of metadata (customer usage data). Metadata is only collected for its intended use (e.g. troubleshooting, customer billing, etc) and only authorized staff have access to the data.  Metadata is deleted once its intended collection purpose has been fulfilled.",OPS-11,Policies are defined to govern the management of derived data by the CSP.,1
CCF 133,"Policies and standards are in place to govern the collection, retention, and usage of metadata (customer usage data). Metadata is only collected for its intended use (e.g. troubleshooting, customer billing, etc) and only authorized staff have access to the data.  Metadata is deleted once its intended collection purpose has been fulfilled.",OPS-12,Logs are monitored to identify events that may lead to security incidents.,1
CCF 133,"Policies and standards are in place to govern the collection, retention, and usage of metadata (customer usage data). Metadata is only collected for its intended use (e.g. troubleshooting, customer billing, etc) and only authorized staff have access to the data.  Metadata is deleted once its intended collection purpose has been fulfilled.",OPS-16,Access to system components for logging and monitoring in the Cloud Service Provider’s area of responsibility is restricted to authorised users. Changes to the configuration are made in accordance with the applicable policies (cf. DEV-03).,1
CCF 133,"Policies and standards are in place to govern the collection, retention, and usage of metadata (customer usage data). Metadata is only collected for its intended use (e.g. troubleshooting, customer billing, etc) and only authorized staff have access to the data.  Metadata is deleted once its intended collection purpose has been fulfilled.",PSS-04,Services for providing and managing virtual machines and containers to customers include appropriate protection measures.,1
CCF 139,[The Organization] communicates policy violations and policy non-compliance consequences to all [organizational] personnel on a regular basis. ,OIS-02,"The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes:
. the importance of information security, based on the requirements of cloud customers in relation to information security;
. the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider;
. the most important aspects of the security strategy to achieve the security objectives set; and
. the organisational structure for information security in the ISMS application area.",1
CCF 139,[The Organization] communicates policy violations and policy non-compliance consequences to all [organizational] personnel on a regular basis. ,HR-02,"The Cloud Service Provider´s internal and external employees are required by the employment terms and conditions to comply with applicable policies and instructions relating to information security.
The information security policy, and the policies and instructions based on it, are to be acknowledged by the internal and external personnel in a documented form before access is granted to any cloud customer data or system components under the responsibility of the Cloud Service Provider used to provide the cloud service in the production environment.",1
CCF 139,[The Organization] communicates policy violations and policy non-compliance consequences to all [organizational] personnel on a regular basis. ,HR-04,"In the event of violations of policies and instructions or applicable legal and regulatory requirements, actions are taken in accordance with a defined policy that includes the following aspects:
",1
CCF 139,[The Organization] communicates policy violations and policy non-compliance consequences to all [organizational] personnel on a regular basis. ,AM-05,"Assets are classified and, if possible, labelled. Classification and labelling of an asset reflect the protection needs of the information it processes, stores, or transmits.",1
CCF 140,"As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",OIS-06,"Policies and instructions for risk management procedures are documented, communicated and provided in accordance with SP-01 for the following aspects:
. Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners;
. Analysis of the probability and impact of occurrence and determination of the level of risk;
. Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling;
. Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and
. Documentation of the activities implemented to enable consistent, valid and comparable results.",1
CCF 140,"As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
CCF 140,"As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
CCF 140,"As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",COS-01,"Based on the results of a risk analysis carried out according to OIS-06, the Cloud Service Provider has implemented technical safeguards which are suitable to promptly detect and respond to network-based attacks on the basis of irregular incoming or outgoing traffic patterns and/or Distributed Denial- of-Service (DDoS) attacks. Data from corresponding technical protection measures implemented is fed into a comprehensive SIEM (Security Information and Event Management) system, so that (counter) measures regarding correlating events can be initiated. The safeguards are documented, communicated and provided in accordance with SP-01.",1
CCF 140,"As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",COS-03,"A distinction is made between trusted and untrusted networks. Based on a risk assessment, these are separated into different security zones for internal and external network areas (and DMZ, if applicable). Physical and virtualised network environments are designed and configured to restrict and monitor the established connection to trusted or untrusted networks according to the defined security requirements.
The entirety of the conception and configuration undertaken to monitor the connections mentioned is assessed in a risk-oriented manner, at least annually, with regard to the resulting security requirements.
Identified vulnerabilities and deviations are subject to risk assessment in accordance with the risk management procedure (cf. OIS-06) and follow-up measures are defined and tracked (cf. OPS-18).
At specified intervals, the business justification for using all services, protocols, and ports is reviewed. The review also includes the justifications for compensatory measures for the use of protocols that are considered insecure.",1
CCF 140,"As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",SSO-02,"Service providers and suppliers of the Cloud Service Provider undergo a risk assessment in accordance with the policies and instructions for the control and monitoring of third parties prior to contributing to the delivery of the cloud service. The adequacy of the risk assessment is reviewed regularly, at least annually, by qualified personnel of the Cloud Service Provider during service usage.
The risk assessment includes the identification, analysis, evaluation, handling and documentation of risks with regard to the following aspects:
. Protection needs regarding the confidentiality, integrity, availability and authenticity of information processed, stored or transmitted by the third party;
. Impact of a protection breach on the provision of the cloud service;
. The Cloud Service Provider´s dependence on the service provider or supplier for the scope, complexity and uniqueness of the service purchased, including the consideration of possible alternatives.",1
CCF 140,"As part of its annual information security risk assessment, management selects and develops manual and IT general control activities that contribute to the mitigation of identified risks.",COM-04,"The top management of the Cloud Service Provider is regularly informed about the information security performance within the scope of the ISMS in order to ensure its continued suitability, adequacy and effectiveness. The information is included in the management review of the ISMS at is performed at least once a year.",1
CCF 141,New hired personnel are required to pass a background screening check consistent with local jurisdiction as a condition of their employement.,HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
CCF 142,"For every candidate that is hired, there is an interview and approval process prior to the candidate receiving an offer.",HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
CCF 144,"As part of their onboarding process, contingent workers must sign the '[The Organization] Confidential Information Agreement: Individuals (Suppliers, Contractors, Independent Contractors, Consultants, and Partners),' which includes the '[The Organization] Supplier and Independent Consultant Job Practice and Behavior Guide' outlining expected behavior regarding data and information system usage. This agreement prohibits any disclosure of information and other data to which the employee has been granted access.",HR-02,"The Cloud Service Provider´s internal and external employees are required by the employment terms and conditions to comply with applicable policies and instructions relating to information security.
The information security policy, and the policies and instructions based on it, are to be acknowledged by the internal and external personnel in a documented form before access is granted to any cloud customer data or system components under the responsibility of the Cloud Service Provider used to provide the cloud service in the production environment.",1
CCF 144,"As part of their onboarding process, contingent workers must sign the '[The Organization] Confidential Information Agreement: Individuals (Suppliers, Contractors, Independent Contractors, Consultants, and Partners),' which includes the '[The Organization] Supplier and Independent Consultant Job Practice and Behavior Guide' outlining expected behavior regarding data and information system usage. This agreement prohibits any disclosure of information and other data to which the employee has been granted access.",HR-05,"Internal and external employees have been informed about which responsibilities, arising from the guidelines and instructions relating to information security, will remain in place when their employment is terminated or changed and for how long. Upon termination or change in employment, all the access rights of the employee are revoked or appropriately modified, and all accounts and assets are processed appropriately.",1
CCF 144,"As part of their onboarding process, contingent workers must sign the '[The Organization] Confidential Information Agreement: Individuals (Suppliers, Contractors, Independent Contractors, Consultants, and Partners),' which includes the '[The Organization] Supplier and Independent Consultant Job Practice and Behavior Guide' outlining expected behavior regarding data and information system usage. This agreement prohibits any disclosure of information and other data to which the employee has been granted access.",HR-06,"The non-disclosure or confidentiality agreements to be agreed with internal employees, external service providers and suppliers of the Cloud Service Provider are based on the requirements identified by the Cloud Service Provider for the protection of confidential information and operational details.
The agreements are to be accepted by external service providers and suppliers when the contract is agreed. The agreements must be accepted by internal employees of the Cloud Service Provider before authorisation to access data of cloud customers is granted.
The requirements must be documented and reviewed at regular intervals (at least annually). If the review shows that the requirements need to be adapted, the non-disclosure or confidentiality agreements are updated.
The Cloud Service Provider must inform the internal employees, external service providers and suppliers and obtain confirmation of the updated confidentiality or non-disclosure agreement.",1
CCF 144,"As part of their onboarding process, contingent workers must sign the '[The Organization] Confidential Information Agreement: Individuals (Suppliers, Contractors, Independent Contractors, Consultants, and Partners),' which includes the '[The Organization] Supplier and Independent Consultant Job Practice and Behavior Guide' outlining expected behavior regarding data and information system usage. This agreement prohibits any disclosure of information and other data to which the employee has been granted access.",DEV-02,"In the case of outsourced development of the cloud service (or individual system components), specifications regarding the following aspects are contractually agreed between the Cloud Service Provider and the outsourced development contractor:
. Security in software development (requirements, design, implementation, tests and verifications) in accordance with recognised standards and methods;
. Acceptance testing of the quality of the services provided in accordance with the agreed functional and non-functional requirements; and
. Providing evidence that sufficient verifications have been carried out to rule out the existence of known vulnerabilities.",1
CCF 144,"As part of their onboarding process, contingent workers must sign the '[The Organization] Confidential Information Agreement: Individuals (Suppliers, Contractors, Independent Contractors, Consultants, and Partners),' which includes the '[The Organization] Supplier and Independent Consultant Job Practice and Behavior Guide' outlining expected behavior regarding data and information system usage. This agreement prohibits any disclosure of information and other data to which the employee has been granted access.",SSO-01,"Policies and instructions for controlling and monitoring third parties (e.g. service providers or suppliers) whose services contribute to the provision of the cloud service are documented, communicated and provided in accordance with SP-01 with respect to the following aspects:
. Requirements for the assessment of risks resulting from the procurement of third-party services;
. Requirements for the classification of third parties based on the risk assessment by the Cloud Service Provider and the determination of whether the third party is a subcontractor (cf. Supplementary Information);
. Information security requirements for the processing, storage or transmission of information by third parties based on recognised industry standards;
. Information security awareness and training requirements for staff;
. applicable legal and regulatory requirements;
. Requirements for dealing with vulnerabilities, security incidents and malfunctions;
. Specifications for the contractual agreement of these requirements;
. Specifications for the monitoring of these requirements; and
. Specifications for applying these requirements also to service providers used by the third parties, insofar as the services provided by these service providers also contribute to the provision of the cloud service.",1
CCF 144,"As part of their onboarding process, contingent workers must sign the '[The Organization] Confidential Information Agreement: Individuals (Suppliers, Contractors, Independent Contractors, Consultants, and Partners),' which includes the '[The Organization] Supplier and Independent Consultant Job Practice and Behavior Guide' outlining expected behavior regarding data and information system usage. This agreement prohibits any disclosure of information and other data to which the employee has been granted access.",SIM-04,"The Cloud Service Provider informs employees and external business partners of their obligations. If necessary, they agree to or are contractually obliged to report all security events that become known to them and are directly related to the cloud service provided by the Cloud Service Provider to a previously designated central office of the Cloud Service Provider promptly.
In addition, the Cloud Service Provider communicates that ""false reports"" of events that do not subsequently turn out to be incidents do not have any negative consequences.",1
