anchor_id,anchor_text,target_id,target_text,source,target,original_file
CCF 169,User Provisioning: Logical access provisioning to information [The Organization] requires approval from appropriate personnel.,9.3.a,"The service provider must document and implement a procedure to ensure the allocation, modification and withdrawal of access rights to the resources of the service system.",Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 174,Password Management & Configuration: Passwords for in-scope system components are configured according to the Systems policy.,iam-09.3,"The CSP shall separate the administration interfaces made available to CSCs from those made available to its internal and external employees, and in particular:  The administration accounts under the responsibility of the CSP shall be managed using tools and directories that are separate from those used for the management of user accounts under the responsibility of the CSCs;  The administration interfaces made available to CSCs shall not allow for any connection from accounts under the responsibility of the CSP;  The administration interfaces used by the CSP shall not be accessible from the public network and as such shall not allow for any connection from accounts under the responsibility of the CSC.",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 314,"Software Vulnerability Scanning: Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.",11.7.b,The service provider must subscribe to maintenance contracts to have the security updates of software installed on service system equipment.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 49,"Physical Access Monitoring: All Physical access is managed through monitoring, maintaining records, and escorting (for visitors). Access records (including visitor access records) to the facilities are kept for at least a year.",11.2.2.i,The service provider must set up a journalization of physical access to sensitive areas. He must make a review of these newspapers at least monthly.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 117,"ISMS Steering Committee: The Information Security Management System (ISMS) steering committee conducts a formal management review of ISMS scope, risk assessment activities, control implementation, and audit results at least annually.",ops-19.2,"The CSP shall have penetration tests carried out by qualified internal personnel or external service providers, according to a documented test methodology and including in their scope the system components relevant to the provision of the cloud service in the area of responsibility of the CSP, as identified in a risk analysis",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 316,Software & Firmware Updates: [The Organization] installs security-relevant software and firmware updates per [The Organization] policy; and incorporates flaw remediation into Systems configuration management process.,11.7.b,The service provider must subscribe to maintenance contracts to have the security updates of software installed on service system equipment.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
DEV-07.1,"When outsourcing development of the cloud service or components thereof to a contractor, the CSP and the contractor shall contractually agree on specifications regarding at least the following aspects:  Security in software development (requirements, design, implementation, tests and verifications) in accordance with recognised standards and methods;  Acceptance testing of the quality of the services provided in accordance with the agreed functional and non-functional requirements; and  Providing evidence that sufficient verifications have been carried out to rule out the existence of known vulnerabilities.",dev-02,"Outsourcing of the development: In the case of outsourced development of the cloud service (or individual system components), specifications regarding the following aspects are contractually agreed between the Cloud Service Provider and the outsourced development contractor: . Security in software development (requirements, design, implementation, tests and verifications) in accordance with recognised standards and methods; . Acceptance testing of the quality of the services provided in accordance with the agreed functional and non-functional requirements; and . Providing evidence that sufficient verifications have been carried out to rule out the existence of known vulnerabilities.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 315,"Infrastructure & Application patching: Infrastructure supporting the service, and applications are patched upon availability as a part of routine maintenance and as a result of identified vulnerabilities and supplier supplied patches to help ensure that applications and infrastructure network and system components supporting the service are hardened against security threats.",dev-06.3,"The procedures shall include the following activities, depending on the risk assessment:  Static Application Security Testing;  Dynamic Application Security Testing;  Code reviews by subject matter experts; and  Obtaining information about confirmed vulnerabilities in software libraries provided by third parties and used in their own cloud service.",Cisco,EUCS,training_data_step4_cisco_eucs.csv
OPS-08.3,Any deviation from the specification during the restore test shall be reported to the CSP's responsible person for assessment and remediation,ops-08,"Data Backup and Recovery - Regular Testing: Restore procedures are tested regularly, at least annually. The tests allow an assessment to be made as to whether the contractual agreements as well as the specifications for the maximum tolerable downtime (Recovery Time Objective, RTO) and the maximum permissible data loss (Recovery Point Objective, RPO) are adhered to (cf. BCM-02). Deviations from the specifications are reported to the responsible personnel or system components so that these can promptly assess the deviations and initiate the necessary actions. At the customer´s request, the Cloud Service Provider inform the cloud customer of the results of the recovery tests. Recovery tests are embedded in the Cloud Service Provider´s emergency management.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
UsageOfSASTInDevPipeline,UsageOfSASTInDevPipeline: The usage of SAST in the Development Pipeline (e.g. GitHub Actions); The number?,DEV-06.5,The CSP shall assess the severity of identified vulnerabilities according to the criteria defined in OPS-17 and measures are taken to immediately eliminate or mitigate them.,Fabasoft Metrics,EUCS (via BSI C5),training_data_step5_fabasoft_eucs.csv
CCF 295,"Master Service Agreements: Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",ccm-04.2,The CSP shall involve CSCs in the approval process according to contractual requirements,Cisco,EUCS,training_data_step4_cisco_eucs.csv
HR-05.1,The CSP shall communicate to internal and external employees their ongoing responsibilities relating to information security when their employment is terminated or changed.,hr-05,"TERMINATION OR CHANGE IN EMPLOYMENT: Internal and external employees have been informed about which responsibilities, arising from the guidelines and instructions relating to information security, will remain in place when their employment is terminated or changed and for how long. Upon termination or change in employment, all the access rights of the employee are revoked or appropriately modified, and all accounts and assets are processed appropriately.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
OPS-07.2,The CSP shall make available to its customers a self-service portal for automatically monitoring their data backup to guarantee fulfilment with OPS-07.1,ops-07,DATA BACKUP AND RECOVERY – MONITORING: The proper execution of data backups is monitored.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
AnomalyDetectionEnabled,AnomalyDetectionEnabled,CS-01.4,The CSP shall implement technical safeguards to ensure that no unknown (physical or virtual) devices join its (physical or virtual) network,Fabasoft Metrics,EUCS (via BSI C5),training_data_step5_fabasoft_eucs.csv
CCF 208,"Virtual Machine Integrity Check: Where applicable, the information system performs an integrity check of virtual machine images at startup, restart, shutdown and abort transitional states. The system alerts administrators of any potential discrepancies during integrity verification.",pss-11,"Images for Virtual Machines and Containers: If cloud customers operate virtual machines or containers with the cloud service, the Cloud Service Provider must ensure the following aspects: . The cloud customer can restrict the selection of images of virtual machines or containers according to his specifications, so that users of this cloud customer can only launch the images or containers released according to these restrictions. . If the Cloud Service Provider provides images of virtual machines or containers to the Cloud Customer, the Cloud Service Provider appropriately inform the Cloud Customer of the changes made to the previous version. . In addition, these images provided by the Cloud Service Provider are hardened according to generally accepted industry standards. At startup and runtime of virtual machine or container images, an integrity check is performed that detects image manipulations and reports them to the cloud customer.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 306,"Corporate Anti-Malware Technology: Anti-malware technology is deployed for environments commonly susceptible to malicious attack and is configured to be updated routinely, logged, and installed on all employee workstations.",op.exp.6,"Protection against harmful code. Is there a protection solution against harmful code (antivirus, EDR or similar solution) deployed on all workstations, servers and perimeter elements of the system?. Has the anti-malware solution installed in the user stations been configured appropriately, implementing real-time protection according to the manufacturer's recommendations and the characteristics of the operating environment? Has malware protection software been installed on all computers, including user stations, servers, and perimeter elements? Is it a corporate solution with a centralized management console? Is an administration password required or is there any other mechanism in place that prevents the end user from stopping or altering the operation of the solution? Does the license to use the solution cover all operational equipment present in the organization? Are there guarantees that all files from external sources will be analyzed before working with them? Is the anti-malware solution covered by a support and update agreement, both for the software and the detection database? Do security elements, such as firewalls (FW), have a specialized anti-malware solution that, for example, verifies web browsing and received emails? Are the configuration of the anti-malware solution(s) regularly verified to ensure they are appropriate for the operations of the protected systems? Are malware detection databases regularly checked to ensure that they are being updated as frequently as expected?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
CCF 22,"Customer Data Backup: At least annually, full backups are configured for data stores housing sensitive customer data and personal information. Repeated Failed backups are investigated and resolved. Backups are periodically restored to validate the integrity of the backup. Details of the restoration test are logged and included over who performed the test, a description, and restored backup, as well as an integrity check of the restored backup.",ops-08.1,The CSP shall test the restore procedures at least annually,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 116,"Statement of Applicability: Management prepares a statement of applicability that includes control objectives, implemented controls, and business justification for excluded controls. Management aligns the statement of applicability with the results of the risk assessment.",13.1.a,"The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic.",Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 63,"Asset Maintenance: Policies and instructions with technical and organizational safeguards are documented, communicated and describe the maintenance (especially remote maintenance), deletion, updating and re-use of assets in information processing.",am-01.4,The information recorded with assets shall include the measures taken to manage the risks associated to the asset through its life cycle,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 232,Denial of Service Protection: [The Organization] or BU has deployed technology to protect against or limits the effects of denial of service attacks.,pss-06,"Session Management: To protect confidentiality, availability, integrity and authenticity during interactions with the cloud service, a suitable session management system is used that at least corresponds to the state-of-the-art and is protected against known attacks. Mechanisms are implemented that invalidate a session after it has been detected as inactive. The inactivity can be detected by time measurement. In this case, the time interval can be configured by the Cloud Service Provider or - if technically possible - by the cloud customer.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 310,Network Vulnerability Scans: Internal and external network vulnerability scans are performed at least monthly. Identified vulnerabilities are assigned for remediation and monitored for closure.,cs-01.5,The CSP shall use different technologies on its technical safeguards to prevent that a single vulnerability leads to the simultaneous breach of several defence lines,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 196,"Access Policy: Access control policies are in place and reviewed annually to help manage access to information, applications, and production environments. Revision histories and review periods are defined within the policies and standards themselves and the [The Organization] Policy Governance Policy.",iam-08.2,"The CSP rules and recommendations defined in IAM-08.1 shall address at least the following aspects:  Recommendations on password managers  Recommendation to specifically address classical attacks, including phishing, social attacks, and whaling",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 115,"Roles and Responsibilities of Cloud Customers and Providers: Roles and responsibilities of the cloud computing customers and service providers are defined and agreed on. Included in the agreement are definitions including but not limited to data ownership, Information Security Accountability, access provisioning and approval responsibilities, supplier use, and data backup and recovery responsibilities. Management designates stewardship to a person or group of people to govern these agreements.",ops-11.2,"The policies and procedures on derived data shall cover at least the following aspects:  Purpose for the collection and use of derived data beyond the operation of the cloud service, including purposes related to the implementation of security controls;  Anonymisation of the data whenever used in a context that goes beyond a single CSC;  Period of storage reasonably related to the purposes of the collection;  Guarantees of deletion when the purposes of the collection are fulfilled and further storage is no longer necessary; and  Provision of the derived data to CSCs according to contractual agreements.",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 329,"Restrict Use of Nonessential Functions and Services: [The Organization] identifies and restricts the use of nonessential functions, ports, protocols, and services.",cs-03.3,"The CSP shall review at specified intervals the business justification for using all services, protocols, and ports. This review shall also include the compensatory measures used for protocols that are considered insecure",Cisco,EUCS,training_data_step4_cisco_eucs.csv
HR-06.4,The agreements shall be accepted by internal employees of the CSP before authorisation to access data of cloud customers is granted,hr-06,"Confidentiality agreements: The non-disclosure or confidentiality agreements to be agreed with internal employees, external service providers and suppliers of the Cloud Service Provider are based on the requirements identified by the Cloud Service Provider for the protection of confidential information and operational details. The agreements are to be accepted by external service providers and suppliers when the contract is agreed. The agreements must be accepted by internal employees of the Cloud Service Provider before authorisation to access data of cloud customers is granted. The requirements must be documented and reviewed at regular intervals (at least annually). If the review shows that the requirements need to be adapted, the non-disclosure or confidentiality agreements are updated. The Cloud Service Provider must inform the internal employees, external service providers and suppliers and obtain confirmation of the updated confidentiality or non-disclosure agreement.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
OPS-18.6,"The CSP shall equip with automatic update mechanisms the assets provided by the CSP that the CSCs have to install or operate under their own responsibility, to ease the rollout of patches and updates after an initial approval from the CSC",pss-03,"Online Register of Known Vulnerabilities: The Cloud Service Provider operates or refers to a daily updated online register of known vulnerabilities that affect the Cloud Service Provider and assets provided by the Cloud Service Provider that the cloud customers have to install, provide or operate themselves under the customers responsibility. The presentation of the vulnerabilities follows the Common Vulnerability Scoring System (CVSS). The online register is easily accessible to any cloud customer. The information contained therein forms a suitable basis for risk assessment and possible follow-up measures on the part of cloud users. For each vulnerability, it is indicated whether software updates (e.g. patch, update) are available, when they will be rolled out and whether they will be deployed by the Cloud Service Provider, the cloud customer or both of them together. Assets provided by the Cloud Service Provider, which must be installed, provided or operated by cloud users within their area of responsibility, are equipped with automatic update mechanisms. After approval by the respective cloud user, software updates can be rolled out in such a way that they can be distributed to all affected users without human interaction.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 278,Security Incident Response Resources: [The Organization] provides incident response resources that offers advice and assistance on handling and reporting security incidents for all [The Organization] employees to use.,hr-04.1,The CSP shall define a security awareness and training program that covers the following aspects:  Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;  Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;  Information about the current threat situation; and  Correct behaviour in the event of security incidents.,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 314,"Software Vulnerability Scanning: Existing and emerging software vulnerabilities are detected at least monthly, and a vulnerability scan is included upon every code release. Any vulnerabilities identified are assigned a risk rating and reviewed and remediated accordingly.",ops-04.3,"The policies and instructions related to malware shall include the technical measures taken to securely configure, protect from malware, and monitor the administration interfaces (both the customer's self-service and the CSP's administration)",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 315,"Infrastructure & Application patching: Infrastructure supporting the service, and applications are patched upon availability as a part of routine maintenance and as a result of identified vulnerabilities and supplier supplied patches to help ensure that applications and infrastructure network and system components supporting the service are hardened against security threats.",pss-03,"Online Register of Known Vulnerabilities: The Cloud Service Provider operates or refers to a daily updated online register of known vulnerabilities that affect the Cloud Service Provider and assets provided by the Cloud Service Provider that the cloud customers have to install, provide or operate themselves under the customers responsibility. The presentation of the vulnerabilities follows the Common Vulnerability Scoring System (CVSS). The online register is easily accessible to any cloud customer. The information contained therein forms a suitable basis for risk assessment and possible follow-up measures on the part of cloud users. For each vulnerability, it is indicated whether software updates (e.g. patch, update) are available, when they will be rolled out and whether they will be deployed by the Cloud Service Provider, the cloud customer or both of them together. Assets provided by the Cloud Service Provider, which must be installed, provided or operated by cloud users within their area of responsibility, are equipped with automatic update mechanisms. After approval by the respective cloud user, software updates can be rolled out in such a way that they can be distributed to all affected users without human interaction.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 44,Building Safeguards: Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans.,11.3.c,The provider must document and implement the measures to prevent and limit the consequences of a power outage and allow a resumption of service in accordance with the service availability requirements defined in the service agreement.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 93,"Cryptographic Algorithm and Methods, Secure Data Transmission Protocols, Encryption at Rest: Approved cryptographic algorithms and methods are used for securing assets with confidential, personal, and sensitive data both at rest and in-transit over public networks. For NIST, FedRAMP, and CMMC, FIPS 140-2 Cryptography method is used to protect data at rest and in transit.",11.8.a,"The service provider must document and implement an out -of -site transfer procedure of the sponsor, equipment and software. This procedure must require that the service provider will give its written authorization. In all cases, the service provider must implement the means making it possible to guarantee that the level of protection in confidentiality and integrity of assets during their transport is equivalent to that on site.",Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 104,Network & System Hardening: Network and system hardening standards are documented and reviewed at least annually. These standards are deployed to all networks and production [The Organization]. Revision histories and review periods are defined within the documents themselves and the [The Organization] Policy Governance Policy.,cos-03,"Monitoring of connections in the Cloud Service Provider’s network: A distinction is made between trusted and untrusted networks. Based on a risk assessment, these are separated into different security zones for internal and external network areas (and DMZ, if applicable). Physical and virtualised network environments are designed and configured to restrict and monitor the established connection to trusted or untrusted networks according to the defined security requirements. The entirety of the conception and configuration undertaken to monitor the connections mentioned is assessed in a risk-oriented manner, at least annually, with regard to the resulting security requirements. Identified vulnerabilities and deviations are subject to risk assessment in accordance with the risk management procedure (cf. OIS-06) and follow-up measures are defined and tracked (cf. OPS-18). At specified intervals, the business justification for using all services, protocols, and ports is reviewed. The review also includes the justifications for compensatory measures for the use of protocols that are considered insecure.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 315,"Infrastructure & Application patching: Infrastructure supporting the service, and applications are patched upon availability as a part of routine maintenance and as a result of identified vulnerabilities and supplier supplied patches to help ensure that applications and infrastructure network and system components supporting the service are hardened against security threats.",dev-06.1,The CSP shall apply appropriate measures to check the cloud service for vulnerabilities that may have been integrated into the cloud service during the development process.,Cisco,EUCS,training_data_step4_cisco_eucs.csv
NumberOfKnownCriticalVulnerabilities,NumberOfKnownCriticalVulnerabilities: The number of detected known vulnerabilities with critical rating in the asset,ops-22,SEPARATION OF DATASETS IN THE CLOUD INFRASTRUCTURE: System components are hardened to reduce their attack surface and eliminate potential attack vectors.,Fabasoft Metrics,BSI C5,training_data_step6_fabasoft_bsi.csv
CCF 119,ISMS Boundaries: Information Security Management System (ISMS) boundaries are formally defined in an ISMS scoping document.,ois-01.2,The ISMS shall be in accordance to ISO/IEC 27001,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 69,"Cloud Service Functionality: Systems cloud service provides customers with details around their service functionality, to allow customers the ability to classify and label the information and associated assets.",doc-05.3,The CSP shall make the documentation defined in DOC-05.1 available to cloud customers upon request,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 107,"Security Management System Risk Assessment Methodology: A documented Information Security Management System Risk Assessment Methodology is in place that includes guidance on the identification of potential threats, rating the significance of the risks associated with the identified threats, and mitigation strategies for those risks, documentation and communication of those risks, as well as possible vulnerabilities within the cloud service provider and their impacts. Upper management, or its designated representative(s), owns this methodology and is responsible for its adherence.",op.pl.2,"Security architecture. Are documentation and diagrams available in the area of ​​the information system, including physical facilities, equipment, communications and lines of defense?. Is documentation of the facilities available, including areas and access points? Is there documentation and diagrams of the lines of defense, interconnection points to other systems or other networks, including the Internet or public networks in general, firewalls, balancers, routers, network segmentation, etc.? For those who develop software (solutions with a certain complexity such as an ERP to manage town halls), are there diagrams with the structure of layers and modules of the solution, including the integration layers or interfaces to communicate with other solutions or elements, such as electronic signature, interoperability, etc.? Is there documentation of the user identification and authentication systems, including the use of agreed keys, passwords, identification cards, biometrics, or others of a similar nature, and the use of files or directories to authenticate the user and determine their access rights, including details of the access protocols used, such as, for example, LDAP?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
CCF 9,"Spanish Security Requirements: When applicable, [The Organization], products or equipment will have their security functionalities evaluated in accordance with European or international standards, and whose certificates are recognized by the National Scheme for the Evaluation and Certification of Information Technology Security prior to being used.",mp.si.5,"Erasure and destruction. Is secure deletion or destruction of media after use guaranteed?. Are media that are going to be reused for other information, or released to another organization, subject to secure deletion of their content that does not allow their recovery? When the nature of the medium does not allow secure erasure before using it for another purpose, is it destroyed in such a way that it cannot be reused for another system? Is there a record with identification of the deleted or destroyed media, the tool and method used, who did it, etc.? If secure deletion and/or destruction of media is outsourced to a third party, has a service contract or agreement been signed outlining the security measures applied? If the secure deletion and/or destruction of media is outsourced to a third party, does this entity provide a certificate of deletion or secure destruction stating the references and serial numbers of the media treated?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
OPS-04.2,"The CSP shall create regular reports on the malware checks performed, which shall be reviewed and analysed by authorized bodies in the reviews of the policies related to malware",ops-04,PROTECTION AGAINST MALWARE – POLICIES: Policies are defined that ensure the protection against malware of IT equipment related to the cloud service.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 44,Building Safeguards: Environmental security measures and safeguards are in place to protect the premises or buildings that house sensitive or critical information against environmental threats or threats caused by humans.,11.2.2.c,The service provider must define and document derogatory physical access measures in an emergency.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 43,"Building Fail-Safe Mechanisms: The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",ps-04.6,"The policies and procedures in PS-04.1 shall include measures to ensure that the conditions for installation, maintenance and servicing of the related technical equipment (e.g., electrical power, air conditioning, fire protection) are compatible with the cloud service’s availability and security requirements",Cisco,EUCS,training_data_step4_cisco_eucs.csv
IM-01.2,"The policies and procedures shall include guidelines for the classification, prioritization, and escalation of security incidents and creates interfaces for incident management and business continuity management",sso-01,"Policies and instructions for controlling and monitoring third parties: Policies and instructions for controlling and monitoring third parties (e.g. service providers or suppliers) whose services contribute to the provision of the cloud service are documented, communicated and provided in accordance with SP-01 with respect to the following aspects: . Requirements for the assessment of risks resulting from the procurement of third-party services; . Requirements for the classification of third parties based on the risk assessment by the Cloud Service Provider and the determination of whether the third party is a subcontractor (cf. Supplementary Information); . Information security requirements for the processing, storage or transmission of information by third parties based on recognised industry standards; . Information security awareness and training requirements for staff; . applicable legal and regulatory requirements; . Requirements for dealing with vulnerabilities, security incidents and malfunctions; . Specifications for the contractual agreement of these requirements; . Specifications for the monitoring of these requirements; and . Specifications for applying these requirements also to service providers used by the third parties, insofar as the services provided by these service providers also contribute to the provision of the cloud service. Subservice organisations of the Cloud Service Provider are contractually obliged to provide regular reports by independent auditors on the suitability of the design and operating effectiveness of their service-related internal control system. The reports include the complementary subservice organisations that are required, together with the controls of the Cloud Service Provider, to meet the applicable basic criteria of BSI C5 with reasonable assurance. In case no reports can be provided, the Cloud Service Provider agrees appropriate information and audit rights to assess the suitability and effectiveness of the service-related internal control system, including the complementary controls, by qualified personnel.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 276,Security & Privacy Incident Response: Security incident response policies and procedures are documented and communicated to authorized personnel.,im-06.3,"The CSP shall define, implement and maintain a knowledge repository of security incidents and the measures taken to solve them, as well as information related to the assets that these incidents affected, and use that information to enrich the classification catalogue",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 170,"Cloud Access Management: [The Organization] provides access controls to its cloud service customer to restrict access to its cloud services, cloud service functions, and data.",pss-05,"Authentication Mechanisms: The Cloud Service Provider provides authentication mechanisms that can force strong authentication (e.g. two or more factors) for users, IT components or applications within the cloud users´ area of responsibility. These authentication mechanisms are set up at all access points that allow users, IT components or applications to interact with the cloud service. For privileged users, IT components or applications, these authentication mechanisms are enforced. The cloud service offers out-of-band authentication (OOB), in which the factors are transmitted via different channels (e.g. Internet and mobile network).",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 53,Security Area Rules: The cloud service provider defines activities and assets that may/shall/not/shall be used in every security area.,ps-03.4,The CSP shall define a mapping between assets and zones that indicates which assets may/shall not/shall be used in every security area December 2020,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 295,"Master Service Agreements: Master Purchase Agreements (including Master Services Agreements/MSAs, Enterprise Agreements, etc.) agreed to between [The Organization] and customers includes the Systems commitments to their customers with respect to the relevant product(s) and service(s) comprising the cloud offer.",pss-01,"Guidelines and Recommendations for Cloud Customers: The Cloud Service Provider provides cloud customers with guidelines and recommendations for the secure use of the cloud service provided. The information contained therein is intended to assist the cloud customer in the secure configuration, installation and use of the cloud service, to the extent applicable to the cloud service and the responsibility of the cloud user. The type and scope of the information provided will be based on the needs of subject matter experts of the cloud customers who set information security requirements, implement them or verify the implementation (e.g. IT, Compliance, Internal Audit). The information in the guidelines and recommendations for the secure use of the cloud service address the following aspects, where applicable to the cloud service: . Instructions for secure configuration; . Information sources on known vulnerabilities and update mechanisms; . Error handling and logging mechanisms; . Authentication mechanisms; . Roles and rights concept including combinations that result in an elevated risk; and . Services and functions for administration of the cloud service by privileged users. The information is maintained so that it is applicable to the cloud service provided in the version intended for productive use.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 100,"Random Number Generator: All random numbers and other primitives and parameters used are generated using only approved random number generation (RNG) algorithms or libraries. RNG algorithms, libraries and other primitives must be chosen from industry standards.",11.7.c,The service provider must ensure that the media can only be returned to a third party if the data of the sponsor is stored there in accordance with chapter 10.1 or have been destroyed beforehand using a secure erasure mechanism by rewriting random patterns.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 276,Security & Privacy Incident Response: Security incident response policies and procedures are documented and communicated to authorized personnel.,pss-01.2,"The information provided shall be detailed enough to allow cloud users to check the following aspects, insofar as they are applicable to the cloud service:  Which data, services or functions available to the cloud user within the cloud service, have been accessed by whom and when (Audit Logs);  Malfunctions during processing of automatic or manual actions; and  Changes to security-relevant configuration parameters, error handling and logging mechanisms, user authentication, action authorisation, cryptography, and communication security.",Cisco,EUCS,training_data_step4_cisco_eucs.csv
PS-02.7,The CSP shall display at the entrance of all non-public perimeters a warning concerning the limits and access conditions to these perimeters,ps-04,"Physical site access control: At access points to premises and buildings related to the cloud service provided, physical access controls are set up in accordance with the Cloud Service Provider´s security requirements (cf. PS-01 Security Concept) to prevent unauthorised access. Access controls are supported by an access control system. The requirements for the access control system are documented, communicated and provided in a policy or concept in accordance with SP-01 and include the following aspects: . Specified procedure for the granting and revoking of access authorisations (cf. IDM-02) based on the principle of least authorisation (""least-privilege-principle"") and as necessary for the performance of tasks (""need-to-know-principle""); . Automatic revocation of access authorisations if they have not been used for a period of 2 month; . Automatic withdrawal of access authorisations if they have not been used for a period of 6 months; . Two-factor authentication for access to areas hosting system components that process cloud customer information; . Visitors and external personnel are tracked individually by the access control during their work in the premises and buildings, identified as such (e.g. by visible wearing of a visitor pass) and supervised during their stay; and . Existence and nature of access logging that enables the Cloud Service Provider, in the sense of an effectiveness audit, to check whether only defined personnel have entered the premises and buildings related to the cloud service provided.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
OPS-19.7,The CSP shall correlate the possible exploits of discovered vulnerabilities with previous incidents to identify if the vulnerability may have been exploited before its discovery,ops-22,SEPARATION OF DATASETS IN THE CLOUD INFRASTRUCTURE: System components are hardened to reduce their attack surface and eliminate potential attack vectors.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
