source_scheme,source_id,source_text,target_scheme,target_id,target_text,original_target_id
Cisco,CCF 198,Contingent Worker Termination - Contingent workers are terminated timely from their contract end date or termination date.,SecNumCloud,9.2.a | 9.2.c,"The service provider must document and implement a registration and unsubscription procedure for users based on a management and access rights interface. This procedure must indicate which data should be deleted at the start of a user. The service provider must implement means to ensure that the unsubscription of a user results in the deletion of all his access to the resources of the service system, as well as the deletion of his data in accordance with the registration and unsubscription procedure (see requirement 9.2 a)).","9.2.a, 9.2.c, 9.3.g"
Cisco,CCF 199,"Full Time Worker Termination - Upon termination, full-time employee access is revoked for employees in a timely manner.",SecNumCloud,7.5.a | 9.2.a | 9.2.c,"The service provider must define and allocate the roles and responsibilities relating to the termination, at the end or the modification of any contract with a person involved in the provision of the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement a registration and unsubscription procedure for users based on a management and access rights interface. This procedure must indicate which data should be deleted at the start of a user. The service provider must implement means to ensure that the unsubscription of a user results in the deletion of all his access to the resources of the service system, as well as the deletion of his data in accordance with the registration and unsubscription procedure (see requirement 9.2 a)).","7.5.a, 9.2.a, 9.2.c, 9.3.g"
Cisco,CCF 200,"Full Time Worker Termination - Upon termination, management is notified to collect [The Organization] property from terminated employees, and all [The Organization] owned assets are returned within 30 business days.",SecNumCloud,7.5.a | 8.2.a,"The service provider must define and allocate the roles and responsibilities relating to the termination, at the end or the modification of any contract with a person involved in the provision of the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement a procedure for restoring assets making it possible to ensure that each person involved in the provision of the service restores all the assets in their possession at the end of their period of employment or its contract.","7.5.a, 8.2.a"
Cisco,CCF 201,"Full Time Worker Termination - Upon termination, all privileged access held by a terminated employee is revoked within 48 hours.",SecNumCloud,7.5.a | 9.2.a | 9.2.c,"The service provider must define and allocate the roles and responsibilities relating to the termination, at the end or the modification of any contract with a person involved in the provision of the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement a registration and unsubscription procedure for users based on a management and access rights interface. This procedure must indicate which data should be deleted at the start of a user. The service provider must implement means to ensure that the unsubscription of a user results in the deletion of all his access to the resources of the service system, as well as the deletion of his data in accordance with the registration and unsubscription procedure (see requirement 9.2 a)).","7.5.a, 9.2.a, 9.2.c, 9.3.g"
Cisco,CCF 202,Termination Notification - The People Resources system sends a notification to relevant personnel in the event of a termination of an employee. ,SecNumCloud,7.5.a | 9.2.a,"The service provider must define and allocate the roles and responsibilities relating to the termination, at the end or the modification of any contract with a person involved in the provision of the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement a registration and unsubscription procedure for users based on a management and access rights interface. This procedure must indicate which data should be deleted at the start of a user.","7.5.a, 9.2.a, 9.3.g"
Cisco,CCF 204,"Transfer Access - Upon notification of an employee reassignment or transfer, management reviews the employee's access for appropriateness. Access that is no longer required is revoked and documented.",SecNumCloud,7.5.a | 9.2.a,"The service provider must define and allocate the roles and responsibilities relating to the termination, at the end or the modification of any contract with a person involved in the provision of the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement a registration and unsubscription procedure for users based on a management and access rights interface. This procedure must indicate which data should be deleted at the start of a user.","7.5.a, 9.2.a, 9.3.g"
Cisco,CCF 206,Monitoring Event Trends - A log management tool is utilized to identify trends that may have a potential impact on the Systems ability to achieve its security and privacy objectives.,SecNumCloud,12.6.e | 12.9.a | 12.9.b,"It is recommended that the journalization system implemented by the service provider respects the recommendations of [nt_journal]. The service provider must document and implement an infrastructure allowing the analysis and correlation of events recorded by the journalization system in order to detect events likely to affect the security of the service system, in real time or a posteriori for events going up to six months. It is recommended to rely on the requirement benchmark for security incident detection providers [PDIS] for the implementation and exploitation of the analysis and correlation infrastructure of events.","12.6.e, 12.7.c, 12.9.a, 12.9.b"
Cisco,CCF 207,Network Security Monitoring - An intrusion detection system (IDS) or intrusion prevention system (IPS) are used to provide continuous monitoring of the Systems network and early detection of potential security breaches.,SecNumCloud,12.9.b,It is recommended to rely on the requirement benchmark for security incident detection providers [PDIS] for the implementation and exploitation of the analysis and correlation infrastructure of events.,12.9.b
Cisco,CCF 209,Virtual Machine Integrity Check - Networks used by [The Organization] to migrate or create virtual machines are logically separated from other networks.,SecNumCloud,9.7.b,"The service provider must implement appropriate partitioning measures between the service information system and its other information systems (office automation, management IT, building technical management, physical access control, etc.).",9.7.b
Cisco,CCF 210,"Virtual Machine Integrity Check - If virtual machines or containers are provided to customers, the cloud service provider must ensure: - Customers can restrict the selection of images of virtual machines or containers according to their specifications - Informs the customer of any changes made to previous virtual machine or container versions. - Images are hardened according to generally accepted industry standards.",SecNumCloud,12.10.b,"The service provider must document and implement a procedure for managing the software environment configuration made available to the sponsor, in particular for their maintenance in security condition.",12.10.b
Cisco,CCF 211,"Cardholder System Components - Where applicable, System components that store cardholder data (such as a database), including payment card collection devices are stored in an internal network zone, segregated from the DMZ and other untrusted networks. Access is strictly limited to authorized personnel.",SecNumCloud,9.7.b,"The service provider must implement appropriate partitioning measures between the service information system and its other information systems (office automation, management IT, building technical management, physical access control, etc.).",9.7.b
Cisco,CCF 212,"Clock Synchronization - The [The Organization] components are configured to use Universal Time Coordinated (UTC) and the clocks are synchronized with an external time source. The [The Organization] further provides cloud service customers, when applicable, information about how the customer can synchronize local clocks with the cloud service clock if applicable.",SecNumCloud,12.8.a,"The service provider must document and implement a synchronization of clocks in all equipment on one or more internal sources of time coherent. These sources may themselves be synchronized on several external reliable sources, except for isolated networks.",12.8.a
Cisco,CCF 214,Production Firewall Security - Firewalls [or security groups] are used and configured to prevent unauthorized access to the production environment. ,SecNumCloud,13.2.b | 13.2.d,"The service provider must partition, physically or by encryption, all internal data flows to the service information system vis-à-vis any other information system. When this partitioning is made by encryption, it is carried out in accordance with the requirements of chapter 10.2. The service provider must set up and configure an application firewall to protect the administration interfaces intended for its sponsors and presentation on a public network. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","13.2.b, 13.2.d"
Cisco,CCF 217,"Firewall DMZ - Firewalls configure and utilize a DMZ to limit inbound and outbound traffic to only system components that provide authorized publicly accessible services, protocols, and ports. ",SecNumCloud,5.3.c | 13.1.a | 13.2.b | 13.2.c,"The service provider must take into account in risk assessment: - information management of the sponsor with different security needs; - the risks having impacts on the rights and freedoms of the persons concerned in the event of unauthorized access, unwanted modification and disappearance of personal data; - the risks of failure of the compartmentalization mechanisms of the resources of the technical infrastructure (memory, calculation, storage, network) shared between the sponsors; - the risks linked to the incomplete or unsecured erasure of data stored on memory or storage spaces shared between sponsors, in particular during the reallocations of memory and storage spaces; - the risks linked to the exposure of administration interfaces on a public network; - the risks of infringement of the confidentiality of the data of the sponsors by third parties involved in the provision of the service (suppliers, subcontractors, etc.): - the risks linked to natural and physical claims events; - the risks linked to the separation of tasks (see 6.2.a); - Risks linked to development environments (see 14.4.B). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic. The service provider must partition, physically or by encryption, all internal data flows to the service information system vis-à-vis any other information system. When this partitioning is made by encryption, it is carried out in accordance with the requirements of chapter 10.2. In the event that the technical infrastructure administration network is not subject to physical partitioning, administration flows must pass through a quantified tunnel, in accordance with the requirements of chapter 10.2.","5.3.c, 13.1.a, 13.2.b, 13.2.c, 13.2.e"
Cisco,CCF 219,ANSSI Computer Guide - The ANSSI [HYGIENE] reinforced level computer guide is applied to the information system.,SecNumCloud,5.1.b,"The service provider must apply the ANSSI computer hygiene guide [Hygiene], reinforced level, to the service information system.",5.1.b
Cisco,CCF 220,Pre-Production Test Data Integrity - Procedures are in place to ensure integrity of test data in pre production enviornments where applicable.,SecNumCloud,14.7.a,The service provider must document and implement a procedure to ensure the integrity of the test data used in pre-production.,14.7.a
Cisco,CCF 222,Network Segmentation - The network is segmented to prevent unauthorized access.,SecNumCloud,9.6.b | 9.7.c | 12.3.a | 12.14.a | 13.2.a | 13.2.b,"The administration interfaces made available to sponsors must be separate from the administration interfaces used by the service provider. The service provider must design, develop, configure and deploy the service information system by ensuring at least one partitioning between on the one hand the technical infrastructure and on the other hand the equipment necessary for the administration of the services and resources it hosts. The service provider must document and implement the measures to physically separate the environments linked to the production of the service of other environments, including development environments. The service provider must provide an inspection and deletion capacity of leaving the technical infrastructure relating to the perimeter of the service (invoicing information, any newspapers necessary for the processing of incidents, etc.): - The outgoing must be able to be expared from the data that can affect the confidentiality of the data of the sponsors; - This capacity for inspection and deletion must generate activity logs and must be able to be the subject of an audit of code; - The outgoing is treated on specific devices made and maintained by the service provider, and hosted in a partitioned area of ​​the rest of the infrastructure (of the demilitarized zone type as defined in [g_int]). Safety 4Objectives of the secure gateway [G_EXT]: - authenticate the remote machine and the person in charge of the support; - prevent the exploitation of vulnerabilities or stolen doors on the telemas; - Guarantee the confidentiality and integrity of data on the IS; - Ensure a traceability of confidence of the actions carried out by the technician of the support center; -Guarantee the safety of the telemaintin function vis-à-vis the system subject to teleodiagnostics as well as related systems; - Guarantee the absence of a leak of information outside. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.). The service provider must partition, physically or by encryption, all internal data flows to the service information system vis-à-vis any other information system. When this partitioning is made by encryption, it is carried out in accordance with the requirements of chapter 10.2.","9.6.b, 9.6.g, 9.7.c, 12.3.a, 12.14.a, 13.2.a, 13.2.b"
Cisco,CCF 223,Customer Network Segmentation - Customer environments are segregated such that customers only have access to their own environments.,SecNumCloud,5.3.c | 9.7.a | 12.3.a | 12.14.a | 13.2.a | 13.2.b | 13.2.c,"The service provider must take into account in risk assessment: - information management of the sponsor with different security needs; - the risks having impacts on the rights and freedoms of the persons concerned in the event of unauthorized access, unwanted modification and disappearance of personal data; - the risks of failure of the compartmentalization mechanisms of the resources of the technical infrastructure (memory, calculation, storage, network) shared between the sponsors; - the risks linked to the incomplete or unsecured erasure of data stored on memory or storage spaces shared between sponsors, in particular during the reallocations of memory and storage spaces; - the risks linked to the exposure of administration interfaces on a public network; - the risks of infringement of the confidentiality of the data of the sponsors by third parties involved in the provision of the service (suppliers, subcontractors, etc.): - the risks linked to natural and physical claims events; - the risks linked to the separation of tasks (see 6.2.a); - Risks linked to development environments (see 14.4.B). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must implement appropriate partitioning measures between its sponsors. The service provider must document and implement the measures to physically separate the environments linked to the production of the service of other environments, including development environments. The service provider must provide an inspection and deletion capacity of leaving the technical infrastructure relating to the perimeter of the service (invoicing information, any newspapers necessary for the processing of incidents, etc.): - The outgoing must be able to be expared from the data that can affect the confidentiality of the data of the sponsors; - This capacity for inspection and deletion must generate activity logs and must be able to be the subject of an audit of code; - The outgoing is treated on specific devices made and maintained by the service provider, and hosted in a partitioned area of ​​the rest of the infrastructure (of the demilitarized zone type as defined in [g_int]). Safety 4Objectives of the secure gateway [G_EXT]: - authenticate the remote machine and the person in charge of the support; - prevent the exploitation of vulnerabilities or stolen doors on the telemas; - Guarantee the confidentiality and integrity of data on the IS; - Ensure a traceability of confidence of the actions carried out by the technician of the support center; -Guarantee the safety of the telemaintin function vis-à-vis the system subject to teleodiagnostics as well as related systems; - Guarantee the absence of a leak of information outside. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.). The service provider must partition, physically or by encryption, all internal data flows to the service information system vis-à-vis any other information system. When this partitioning is made by encryption, it is carried out in accordance with the requirements of chapter 10.2. In the event that the technical infrastructure administration network is not subject to physical partitioning, administration flows must pass through a quantified tunnel, in accordance with the requirements of chapter 10.2.","5.3.c, 9.7.a, 12.3.a, 12.14.a, 13.2.a, 13.2.b, 13.2.c"
Cisco,CCF 224,Production Environment Segmentation - Production environments are segregated from non-production environments such as development and test environments.,SecNumCloud,11.1.3.a | 12.3.a | 13.2.a | 14.4.a,"Sensitive areas are reserved for the accommodation of the production system for the production of the service outside administration, operations and supervision. The service provider must document and implement the measures to physically separate the environments linked to the production of the service of other environments, including development environments. The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.). The service provider must implement a secure development environment to manage the entire development cycle of the service information system.","11.1.3.a, 12.3.a, 13.2.a, 14.4.a"
Cisco,CCF 225,Wireless Access to Network - [The Organization] restricts access to network services via wireless access points to authenticated users and services; approved wireless encryption protocols are required for wireless connections.,SecNumCloud,13.2.b,"The service provider must partition, physically or by encryption, all internal data flows to the service information system vis-à-vis any other information system. When this partitioning is made by encryption, it is carried out in accordance with the requirements of chapter 10.2.",13.2.b
Cisco,CCF 231,Network Diagrams - [The Organization] has network diagrams that are available to authorized personnel upon request.,SecNumCloud,13.1.a,"The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic.",13.1.a
Cisco,CCF 237,"PII Privacy Assessment - [The Organization] is required to undergo a privacy assessment whenever new PII, new processing of PII or changes to existing processing of PII is planned. In addition, the assessment shall reviewed, updated and verified before a product is released for production, or annually if no changes in PII, its processing environment, or controls have occurred since the last assessment.",SecNumCloud,6.1.h,"The service provider must carry out or contribute to the realization of an impact analysis relating to the protection of personal data when the processing is likely to generate a high risk for the rights and freedoms of the persons concerned (processing of particular categories of personal data as defined in [GDPR], processing of large -scale data, etc.). This analysis must include a legal evaluation of respect for fundamental principles and rights, as well as a more technical study of the technical measures implemented to protect people from risks to their privacy.",6.1.h
Cisco,CCF 239,Processing PII Obligations - [The Organization] determines and securely maintain the necessary records in support of its obligations for the processing of PII.,SecNumCloud,19.5.a | 19.5.b,"The service provider must justify compliance with data protection principles for personal data processing implemented for their own account. He must justify the following points at least: - the purposes of the determined, explicit and legitimate treatments; - the traceability of processing activities on his behalf and that of his sponsor; - the lawful foundation of treatments; - the ban on the misappropriation of treatments; - the data used respect the principle of the minimum necessary and sufficient for treatments; Thus are adequate, relevant and limited; - the quality of the data used for maintained processing: exact and up -to -date data; - defined and limited conservation durations. The service provider must justify, for the processing of personal data implemented for his own account, the respect of the rights of the persons concerned. It must justify the following points at least: - user information via loyal and transparent processing; - The collection of users' consent: express, demonstrable and retrifiable; - the possibility for users to exercise the rights of access, rectification and erasure; - The possibility for users to exercise the rights to limit treatment, portability and opposition.","19.5.a, 19.5.b"
Cisco,CCF 240,"PII Legal, regulatory, and business obligations - [The Organization] determines and documents their legal, regulatory and business obligations to PII principals (data subjects) related to the processing of their PII and provide the means to meet these obligations. These controls include but are not limited to:                                                                                                                       A) for notice regarding the processing of their PII or changes to the processing of their PII (including changes in sub-processors, if any) B) to modify or withdraw their consent (if consent is the lawful basis for processing the PII) C) objection of the processing of their PII D) restriction of the processing of their PII E) to access, correct and/or erase their PII F) retrieve in a secure manner their PII  they have provided [The Organization] in human and machine-readable formats G) to provide in a secure manner a copy of the PII that is processed H) to handle and respond to legitimate requests from PII principals for PII and provide the means to meet these obligations.",SecNumCloud,18.1.a | 18.1.b,"The service provider must identify the legal, regulatory and contractual requirements in force applicable to the service. In France, the service provider must at least consider the following texts: - personal data [law_il], [GDPR]; - professional secrecy [CP_ART_226_13], if necessary without prejudice to the application of article 40 paragraph 2 of the Code of Criminal Procedure relating to the report to a judicial authority; - breach of trust [CP_ART_314-1]; - the secret of private correspondence [CP_ART_226-15]; - involvement of privacy [CP_ART_226-1]; - fraudulent access or maintenance to an information system [CP_ART_323-1]. The service provider must, according to its role in the processing of personal data (controller, subcontractor or co-responsible) justify and document the choices of technical and organizational measures made in order to meet the protection requirements of personal data of this standard (see part 19.5).","18.1.a, 18.1.b, 19.6.e"
Cisco,CCF 246,"Deletion of PII - [The Organization] either deletes PII or renders it in a form which does not permit identification or re-identification of PII principals, as soon as the original PII is no longer necessary for the identified purpose(s).  This includes temporary files created as a result of processing PII.",SecNumCloud,9.2.c,"The service provider must implement means to ensure that the unsubscription of a user results in the deletion of all his access to the resources of the service system, as well as the deletion of his data in accordance with the registration and unsubscription procedure (see requirement 9.2 a)).",9.2.c
Cisco,CCF 253,"Automatic Processing of PII Requirements - [The Organization] identifies decisions made by Systems based on the automatic processing of PII that can have a legal or similarly significant effect, so that Systems can get Customer/Controller's instruction on how to handle processing of PII to meet legal, contractual, policy, and regulatory requirements associated with automatic decision making that may have a legal or similarly significant effect on a PII Principal and do not occur without human review or approval of the Customer/Controller.",SecNumCloud,18.1.a | 18.1.b,"The service provider must identify the legal, regulatory and contractual requirements in force applicable to the service. In France, the service provider must at least consider the following texts: - personal data [law_il], [GDPR]; - professional secrecy [CP_ART_226_13], if necessary without prejudice to the application of article 40 paragraph 2 of the Code of Criminal Procedure relating to the report to a judicial authority; - breach of trust [CP_ART_314-1]; - the secret of private correspondence [CP_ART_226-15]; - involvement of privacy [CP_ART_226-1]; - fraudulent access or maintenance to an information system [CP_ART_323-1]. The service provider must, according to its role in the processing of personal data (controller, subcontractor or co-responsible) justify and document the choices of technical and organizational measures made in order to meet the protection requirements of personal data of this standard (see part 19.5).","18.1.a, 18.1.b"
Cisco,CCF 259,"Compliance with French Regulations - For BU operating in France, procedures are in place to to identify and confirm compliance to applicable laws and regulations, specifically: - personal data [LOI_IL] [GDPR] ; - professional secrecy [CP_ART_226-13], where appropriate, without prejudice to the application of article 40 (2) of the Code of Criminal Procedure concerning reporting to a judicial authority; - abuse of trust [CP_ART_314-1] - the secrecy of private correspondence [CP_ART_226-15]; - breach of privacy [CP_ART_226-1] - fraudulent access to or maintenance of an information system [CP_ART_323-1].  Procedures would be available to clients upon request.",SecNumCloud,18.1.a | 18.1.b | 18.1.c | 18.1.d | 18.1.e,"The service provider must identify the legal, regulatory and contractual requirements in force applicable to the service. In France, the service provider must at least consider the following texts: - personal data [law_il], [GDPR]; - professional secrecy [CP_ART_226_13], if necessary without prejudice to the application of article 40 paragraph 2 of the Code of Criminal Procedure relating to the report to a judicial authority; - breach of trust [CP_ART_314-1]; - the secret of private correspondence [CP_ART_226-15]; - involvement of privacy [CP_ART_226-1]; - fraudulent access or maintenance to an information system [CP_ART_323-1]. The service provider must, according to its role in the processing of personal data (controller, subcontractor or co-responsible) justify and document the choices of technical and organizational measures made in order to meet the protection requirements of personal data of this standard (see part 19.5). The service provider must document and implement the procedures to comply with the legal, regulatory and contractual requirements in force applicable to the service, as well as specific security needs (see requirement 8.3b)). The service provider must, at the request of a sponsor, make them accessible all of these procedures. The service provider must document and implement a process of active monitoring of the legal, regulatory and contractual requirements in force applicable to the service.","18.1.a, 18.1.b, 18.1.c, 18.1.d, 18.1.e"
Cisco,CCF 262,Data Protection Officer - [The Organization] has a dedicated independent data protection officer who is responsible for following: - Reports to management all issues relating to PII - Act as a point of contact for supervisory authorities - Inform top-level management and employees of [The Organization] of their obligations regarding processing PII - Review and provide advice on privacy impact assessments conducted by organization.,SecNumCloud,6.1.f | 6.1.g | 6.3.a,"The service provider must, when processing a large number of data, including special categories of personal data as defined in [GDPR], designate a data protection delegate. It is recommended that the service provider, regardless of the volume of personal data he processed, designates a data protection delegate. It is recommended that the service provider set up appropriate relations with the authorities competent in terms of information security and personal data and, if necessary, with the sectoral authorities according to the nature of the information entrusted by the sponsor to the service provider.","6.1.f, 6.1.g, 6.3.a"
Cisco,CCF 263,"PII Breach and Notification - Relevant Parties are notified in a timely basis when breaches of PII occur (with details of the breach, consequences of the breach, and resolution taken to resolve the breach), or of any PII transfers between jurisdictions and of any intended changes in this regard. ",SecNumCloud,7.4.b | 16.1.c,"The provider must, at the request of a sponsor, make him accessible the sanctions incurred in the event of an offense to the security policy. The service provider must document any violation of personal data and inform its sponsor. The violation must be notified to the CNIL5 if it presents a risk for the rights and freedoms of the persons concerned. It must be the subject of information to the persons concerned when the risk for their privacy is high.","7.4.b, 16.1.c"
Cisco,CCF 266,"Roles and Responsibilities of Processing of PII - [The Organization] determines respective roles and responsibilities for the processing of PII (including PII protection and security requirements) including when it is acting on behalf of itself (and does not require instruction from the Customer/Controller), when it is acting as proxy for the Customer/Controller (and does not require additional permission or instruction) and it requires instruction and permission from the Customer and ensure [The Organization] resources are appropriately trained.",SecNumCloud,6.1.e,"The service provider must define and assign responsibilities in terms of personal data protection, consistent with its role in personal data processing (controller, subcontractor or co-responsible).",6.1.e
Cisco,CCF 268,"Processing of PII Infringement - [The Organization] informs the customer/controller if, in its opinion, a processing instruction received from the customer/controller infringes applicable legislation and/or regulation.",SecNumCloud,19.5.c,"When it acts as a subcontractor within the meaning of article 28 of [GDPR], the service provider must provide assistance and advice to the sponsor by informing him if an investigation of the latter constitutes a violation of the data protection rules.",19.5.c
Cisco,CCF 272,"Customer Log Records - Procedures are in place for customers to request access to their own log records. Upon request, [The Organization] provides access to the respective log records.",SecNumCloud,12.6.d,"The service provider must provide, at the request of a sponsor, all the events concerning him.",12.6.d
Cisco,CCF 273,"Privacy Information Security Management System Risk Assessment Methodology - A documented Privacy Information Security Management System Risk Assessment Methodology is in place that includes guidance on the identification of potential threats related to the processing of PII, rating the significance of the risks associated with the identified threats, and mitigation strategies for those risks, documentation and communication of those risks, as well as possible vulnerabilities within the cloud service provider and their impacts. Upper management, or its designated representative(s), owns this methodology and is responsible for its adherence.",SecNumCloud,5.3.a | 5.3.b | 5.3.c,"The service provider must document an assessment of the risks covering the entire perimeter of the service. The service provider must carry out its risk assessment using a documented method guaranteeing the reproducibility and comparability of the process. The service provider must take into account in risk assessment: - information management of the sponsor with different security needs; - the risks having impacts on the rights and freedoms of the persons concerned in the event of unauthorized access, unwanted modification and disappearance of personal data; - the risks of failure of the compartmentalization mechanisms of the resources of the technical infrastructure (memory, calculation, storage, network) shared between the sponsors; - the risks linked to the incomplete or unsecured erasure of data stored on memory or storage spaces shared between sponsors, in particular during the reallocations of memory and storage spaces; - the risks linked to the exposure of administration interfaces on a public network; - the risks of infringement of the confidentiality of the data of the sponsors by third parties involved in the provision of the service (suppliers, subcontractors, etc.): - the risks linked to natural and physical claims events; - the risks linked to the separation of tasks (see 6.2.a); - Risks linked to development environments (see 14.4.B). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","5.3.a, 5.3.b, 5.3.c"
Cisco,CCF 276,Security & Privacy Incident Response - Security incident response policies and procedures are documented and communicated to authorized personnel.,SecNumCloud,16.1.a | 16.1.b,The service provider must document and implement a procedure to provide rapid and effective responses to security incidents. These procedures must define the means and deadlines for the communication of security incidents to all the sponsors concerned as well as the level of confidentiality required for this communication. The service provider must inform its employees and all third parties participating in the implementation of the service of this procedure.,"16.1.a, 16.1.b"
Cisco,CCF 277,Security & Privacy Incident Response - Privacy and human rights incident response policies and procedures are documented and communicated to authorized personnel.,SecNumCloud,16.1.a | 16.1.b,The service provider must document and implement a procedure to provide rapid and effective responses to security incidents. These procedures must define the means and deadlines for the communication of security incidents to all the sponsors concerned as well as the level of confidentiality required for this communication. The service provider must inform its employees and all third parties participating in the implementation of the service of this procedure.,"16.1.a, 16.1.b"
Cisco,CCF 280,"Security Incident Management - All events related to security, confidentiality, and availability are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",SecNumCloud,12.6.a | 12.6.b | 12.6.c | 12.6.d | 12.8.b | 12.9.a | 12.9.c | 13.3.a | 16.3.a | 16.3.b,"The service provider must document and implement a logging policy including at least the following elements: - the list of collection sources The service provider must generate and collect the following events: - user activities related to information security The service provider must maintain events from the journalization for a minimum period of six months subject to compliance with legal and regulatory requirements. The service provider must provide, at the request of a sponsor, all the events concerning him. The service provider must set up the horoditing of each journalized event. The service provider must document and implement an infrastructure allowing the analysis and correlation of events recorded by the journalization system in order to detect events likely to affect the security of the service system, in real time or a posteriori for events going up to six months. The service provider must pay the alarms reported by the infrastructure of analysis and correlation of events at least daily. The service provider must have one or more security incident detection probes on the service information system. These probes must in particular allow the supervision of each interconnections of the service system system with third -party information systems and public networks. These probes must be sources of collection for the infrastructure of analysis and correlation of events (see chapter 12.9). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page The service provider must assess events related to information security and decide whether to qualify them as security incidents. For the assessment, he must rely on one or more scales (estimate, evaluation, etc.) shared with the sponsor. Note: Security incidents include violations of personal data. The service provider must use a classification to clearly identify security incidents affecting data relating to the sponsors, in accordance with the results of risk assessment. This classification must include violations of personal data.","12.6.a, 12.6.b, 12.6.c, 12.6.d, 12.7.c, 12.7.d, 12.8.b, 12.9.a, 12.9.c, 13.3.a, 16.3.a, 16.3.b"
Cisco,CCF 281,"Privacy Incident Management - All events related to privacy and human rights are logged, tracked, and triggered on an on-going basis. When events are triggered as incidents, they are evaluated and resolved based on severity levels and communicated to affected parties by management until the [The Organization] has recovered from the incidents.",SecNumCloud,16.1.c | 16.4.a | 16.6.a,The service provider must document any violation of personal data and inform its sponsor. The violation must be notified to the CNIL5 if it presents a risk for the rights and freedoms of the persons concerned. It must be the subject of information to the persons concerned when the risk for their privacy is high. The service provider must process security incidents until their resolution and must inform the sponsors in accordance with procedures. 5 Online notification: https://notifications.cnil.fr/notifications/index providers of computer service in clouds (SecnumCloud) - Referential for Date Date Criteria The service provider must document and implement a procedure to record information relating to security incidents and which can serve as evidence. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,"16.1.c, 16.4.a, 16.4.b, 16.6.a"
